cases,deaths,countriesAndTerritories,dateRep,countryterritoryCode,popData2019,contintent
0,0,Mauritius,2020-08-23,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-22,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-21,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-20,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-19,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-18,MUS,1265711.0,Africa
2,0,Mauritius,2020-08-17,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-16,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-15,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-14,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-13,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-12,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-11,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-10,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-09,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-08,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-07,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-06,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-05,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-04,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-03,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-02,MUS,1265711.0,Africa
0,0,Mauritius,2020-08-01,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-31,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-30,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-29,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-28,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-27,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-26,MUS,1265711.0,Africa
1,0,Mauritius,2020-07-25,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-24,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-23,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-22,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-21,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-20,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-19,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-18,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-17,MUS,1265711.0,Africa
1,0,Mauritius,2020-07-16,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-15,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-14,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-13,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-12,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-11,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-10,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-09,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-08,MUS,1265711.0,Africa
1,0,Mauritius,2020-07-07,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-06,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-05,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-04,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-03,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-02,MUS,1265711.0,Africa
0,0,Mauritius,2020-07-01,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-30,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-29,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-28,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-27,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-26,MUS,1265711.0,Africa
1,0,Mauritius,2020-06-25,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-24,MUS,1265711.0,Africa
3,0,Mauritius,2020-06-23,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-22,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-21,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-20,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-19,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-18,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-17,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-16,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-15,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-14,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-13,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-12,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-11,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-10,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-09,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-08,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-07,MUS,1265711.0,Africa
2,0,Mauritius,2020-06-06,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-05,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-04,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-03,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-02,MUS,1265711.0,Africa
0,0,Mauritius,2020-06-01,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-31,MUS,1265711.0,Africa
1,0,Mauritius,2020-05-30,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-29,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-28,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-27,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-26,MUS,1265711.0,Africa
2,0,Mauritius,2020-05-25,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-24,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-23,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-22,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-21,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-20,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-19,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-18,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-17,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-16,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-15,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-14,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-13,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-12,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-11,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-10,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-09,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-08,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-07,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-06,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-05,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-04,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-03,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-02,MUS,1265711.0,Africa
0,0,Mauritius,2020-05-01,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-30,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-29,MUS,1265711.0,Africa
0,1,Mauritius,2020-04-28,MUS,1265711.0,Africa
1,0,Mauritius,2020-04-27,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-26,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-25,MUS,1265711.0,Africa
2,0,Mauritius,2020-04-24,MUS,1265711.0,Africa
1,0,Mauritius,2020-04-23,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-22,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-21,MUS,1265711.0,Africa
3,0,Mauritius,2020-04-20,MUS,1265711.0,Africa
1,0,Mauritius,2020-04-19,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-18,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-17,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-16,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-15,MUS,1265711.0,Africa
0,0,Mauritius,2020-04-14,MUS,1265711.0,Africa
5,0,Mauritius,2020-04-13,MUS,1265711.0,Africa
1,0,Mauritius,2020-04-12,MUS,1265711.0,Africa
4,2,Mauritius,2020-04-11,MUS,1265711.0,Africa
41,0,Mauritius,2020-04-10,MUS,1265711.0,Africa
5,0,Mauritius,2020-04-09,MUS,1265711.0,Africa
24,0,Mauritius,2020-04-08,MUS,1265711.0,Africa
17,0,Mauritius,2020-04-07,MUS,1265711.0,Africa
31,0,Mauritius,2020-04-06,MUS,1265711.0,Africa
10,0,Mauritius,2020-04-05,MUS,1265711.0,Africa
17,0,Mauritius,2020-04-04,MUS,1265711.0,Africa
15,2,Mauritius,2020-04-03,MUS,1265711.0,Africa
11,2,Mauritius,2020-04-02,MUS,1265711.0,Africa
15,0,Mauritius,2020-04-01,MUS,1265711.0,Africa
18,0,Mauritius,2020-03-31,MUS,1265711.0,Africa
8,1,Mauritius,2020-03-30,MUS,1265711.0,Africa
8,0,Mauritius,2020-03-29,MUS,1265711.0,Africa
13,0,Mauritius,2020-03-28,MUS,1265711.0,Africa
33,0,Mauritius,2020-03-27,MUS,1265711.0,Africa
6,0,Mauritius,2020-03-26,MUS,1265711.0,Africa
6,0,Mauritius,2020-03-25,MUS,1265711.0,Africa
8,0,Mauritius,2020-03-24,MUS,1265711.0,Africa
14,1,Mauritius,2020-03-23,MUS,1265711.0,Africa
2,1,Mauritius,2020-03-22,MUS,1265711.0,Africa
9,0,Mauritius,2020-03-21,MUS,1265711.0,Africa
3,0,Mauritius,2020-03-20,MUS,1265711.0,Africa
6388,196,Mexico,2020-11-30,MEX,127575529.0,Americas
22089,1217,Mexico,2020-11-29,MEX,127575529.0,Americas
0,0,Mexico,2020-11-28,MEX,127575529.0,Americas
8107,645,Mexico,2020-11-27,MEX,127575529.0,Americas
10335,858,Mexico,2020-11-26,MEX,127575529.0,Americas
10794,813,Mexico,2020-11-25,MEX,127575529.0,Americas
7483,250,Mexico,2020-11-24,MEX,127575529.0,Americas
9187,303,Mexico,2020-11-23,MEX,127575529.0,Americas
6719,550,Mexico,2020-11-22,MEX,127575529.0,Americas
6426,719,Mexico,2020-11-21,MEX,127575529.0,Americas
4472,576,Mexico,2020-11-20,MEX,127575529.0,Americas
3918,502,Mexico,2020-11-19,MEX,127575529.0,Americas
1757,165,Mexico,2020-11-18,MEX,127575529.0,Americas
2874,319,Mexico,2020-11-17,MEX,127575529.0,Americas
3269,283,Mexico,2020-11-16,MEX,127575529.0,Americas
5860,635,Mexico,2020-11-15,MEX,127575529.0,Americas
5558,568,Mexico,2020-11-14,MEX,127575529.0,Americas
5658,626,Mexico,2020-11-13,MEX,127575529.0,Americas
7646,588,Mexico,2020-11-12,MEX,127575529.0,Americas
5746,617,Mexico,2020-11-11,MEX,127575529.0,Americas
4960,198,Mexico,2020-11-10,MEX,127575529.0,Americas
5887,219,Mexico,2020-11-09,MEX,127575529.0,Americas
6810,485,Mexico,2020-11-08,MEX,127575529.0,Americas
5931,551,Mexico,2020-11-07,MEX,127575529.0,Americas
5567,544,Mexico,2020-11-06,MEX,127575529.0,Americas
5225,635,Mexico,2020-11-05,MEX,127575529.0,Americas
5250,493,Mexico,2020-11-04,MEX,127575529.0,Americas
3763,205,Mexico,2020-11-03,MEX,127575529.0,Americas
4430,142,Mexico,2020-11-02,MEX,127575529.0,Americas
6151,464,Mexico,2020-11-01,MEX,127575529.0,Americas
6000,516,Mexico,2020-10-31,MEX,127575529.0,Americas
5948,464,Mexico,2020-10-30,MEX,127575529.0,Americas
5595,495,Mexico,2020-10-29,MEX,127575529.0,Americas
5942,643,Mexico,2020-10-28,MEX,127575529.0,Americas
4166,247,Mexico,2020-10-27,MEX,127575529.0,Americas
4360,181,Mexico,2020-10-26,MEX,127575529.0,Americas
6025,431,Mexico,2020-10-25,MEX,127575529.0,Americas
6604,418,Mexico,2020-10-24,MEX,127575529.0,Americas
6612,479,Mexico,2020-10-23,MEX,127575529.0,Americas
6845,522,Mexico,2020-10-22,MEX,127575529.0,Americas
5788,555,Mexico,2020-10-21,MEX,127575529.0,Americas
3699,171,Mexico,2020-10-20,MEX,127575529.0,Americas
1320,108,Mexico,2020-10-19,MEX,127575529.0,Americas
2800,355,Mexico,2020-10-18,MEX,127575529.0,Americas
380,419,Mexico,2020-10-17,MEX,127575529.0,Americas
1470,387,Mexico,2020-10-16,MEX,127575529.0,Americas
2640,478,Mexico,2020-10-15,MEX,127575529.0,Americas
4548,475,Mexico,2020-10-14,MEX,127575529.0,Americas
5326,303,Mexico,2020-10-13,MEX,127575529.0,Americas
1750,0,Mexico,2020-10-12,MEX,127575529.0,Americas
2435,135,Mexico,2020-10-11,MEX,127575529.0,Americas
5009,411,Mexico,2020-10-10,MEX,127575529.0,Americas
4936,3013,Mexico,2020-10-09,MEX,127575529.0,Americas
5175,369,Mexico,2020-10-08,MEX,127575529.0,Americas
5405,446,Mexico,2020-10-07,MEX,127575529.0,Americas
5247,180,Mexico,2020-10-06,MEX,127575529.0,Americas
1580,208,Mexico,2020-10-05,MEX,127575529.0,Americas
2266,388,Mexico,2020-10-04,MEX,127575529.0,Americas
4699,414,Mexico,2020-10-03,MEX,127575529.0,Americas
4955,432,Mexico,2020-10-02,MEX,127575529.0,Americas
5212,483,Mexico,2020-10-01,MEX,127575529.0,Americas
5741,560,Mexico,2020-09-30,MEX,127575529.0,Americas
5952,173,Mexico,2020-09-29,MEX,127575529.0,Americas
1701,187,Mexico,2020-09-28,MEX,127575529.0,Americas
2535,399,Mexico,2020-09-27,MEX,127575529.0,Americas
5079,405,Mexico,2020-09-26,MEX,127575529.0,Americas
5156,490,Mexico,2020-09-25,MEX,127575529.0,Americas
5495,601,Mexico,2020-09-24,MEX,127575529.0,Americas
5939,651,Mexico,2020-09-23,MEX,127575529.0,Americas
6031,204,Mexico,2020-09-22,MEX,127575529.0,Americas
1701,235,Mexico,2020-09-21,MEX,127575529.0,Americas
2658,455,Mexico,2020-09-20,MEX,127575529.0,Americas
5551,624,Mexico,2020-09-19,MEX,127575529.0,Americas
6000,201,Mexico,2020-09-18,MEX,127575529.0,Americas
2082,300,Mexico,2020-09-17,MEX,127575529.0,Americas
4098,629,Mexico,2020-09-16,MEX,127575529.0,Americas
5985,228,Mexico,2020-09-15,MEX,127575529.0,Americas
1803,217,Mexico,2020-09-14,MEX,127575529.0,Americas
2669,421,Mexico,2020-09-13,MEX,127575529.0,Americas
5308,534,Mexico,2020-09-12,MEX,127575529.0,Americas
5482,554,Mexico,2020-09-11,MEX,127575529.0,Americas
5882,611,Mexico,2020-09-10,MEX,127575529.0,Americas
6403,703,Mexico,2020-09-09,MEX,127575529.0,Americas
6188,223,Mexico,2020-09-08,MEX,127575529.0,Americas
1980,4,Mexico,2020-09-07,MEX,127575529.0,Americas
2749,703,Mexico,2020-09-06,MEX,127575529.0,Americas
5893,522,Mexico,2020-09-05,MEX,127575529.0,Americas
6148,513,Mexico,2020-09-04,MEX,127575529.0,Americas
6758,575,Mexico,2020-09-03,MEX,127575529.0,Americas
6936,827,Mexico,2020-09-02,MEX,127575529.0,Americas
6729,256,Mexico,2020-09-01,MEX,127575529.0,Americas
2124,339,Mexico,2020-08-31,MEX,127575529.0,Americas
3017,673,Mexico,2020-08-30,MEX,127575529.0,Americas
6206,552,Mexico,2020-08-29,MEX,127575529.0,Americas
6248,518,Mexico,2020-08-28,MEX,127575529.0,Americas
6854,626,Mexico,2020-08-27,MEX,127575529.0,Americas
6403,650,Mexico,2020-08-26,MEX,127575529.0,Americas
6851,320,Mexico,2020-08-25,MEX,127575529.0,Americas
2270,226,Mexico,2020-08-24,MEX,127575529.0,Americas
3028,644,Mexico,2020-08-23,MEX,127575529.0,Americas
6118,504,Mexico,2020-08-22,MEX,127575529.0,Americas
5839,625,Mexico,2020-08-21,MEX,127575529.0,Americas
6148,707,Mexico,2020-08-20,MEX,127575529.0,Americas
6561,751,Mexico,2020-08-19,MEX,127575529.0,Americas
6709,266,Mexico,2020-08-18,MEX,127575529.0,Americas
2263,214,Mexico,2020-08-17,MEX,127575529.0,Americas
3144,635,Mexico,2020-08-16,MEX,127575529.0,Americas
6049,615,Mexico,2020-08-15,MEX,127575529.0,Americas
6249,627,Mexico,2020-08-14,MEX,127575529.0,Americas
6306,737,Mexico,2020-08-13,MEX,127575529.0,Americas
6783,926,Mexico,2020-08-12,MEX,127575529.0,Americas
7086,705,Mexico,2020-08-11,MEX,127575529.0,Americas
2377,292,Mexico,2020-08-10,MEX,127575529.0,Americas
3616,695,Mexico,2020-08-09,MEX,127575529.0,Americas
6539,794,Mexico,2020-08-08,MEX,127575529.0,Americas
6617,819,Mexico,2020-08-07,MEX,127575529.0,Americas
7071,829,Mexico,2020-08-06,MEX,127575529.0,Americas
7286,857,Mexico,2020-08-05,MEX,127575529.0,Americas
7430,266,Mexico,2020-08-04,MEX,127575529.0,Americas
2474,274,Mexico,2020-08-03,MEX,127575529.0,Americas
3721,784,Mexico,2020-08-02,MEX,127575529.0,Americas
6660,688,Mexico,2020-08-01,MEX,127575529.0,Americas
7524,639,Mexico,2020-07-31,MEX,127575529.0,Americas
7617,485,Mexico,2020-07-30,MEX,127575529.0,Americas
8110,854,Mexico,2020-07-29,MEX,127575529.0,Americas
8413,342,Mexico,2020-07-28,MEX,127575529.0,Americas
2965,306,Mexico,2020-07-27,MEX,127575529.0,Americas
4113,729,Mexico,2020-07-26,MEX,127575529.0,Americas
7949,737,Mexico,2020-07-25,MEX,127575529.0,Americas
7988,718,Mexico,2020-07-24,MEX,127575529.0,Americas
8276,790,Mexico,2020-07-23,MEX,127575529.0,Americas
8610,915,Mexico,2020-07-22,MEX,127575529.0,Americas
9044,301,Mexico,2020-07-21,MEX,127575529.0,Americas
3389,296,Mexico,2020-07-20,MEX,127575529.0,Americas
4344,578,Mexico,2020-07-19,MEX,127575529.0,Americas
7891,736,Mexico,2020-07-18,MEX,127575529.0,Americas
8179,668,Mexico,2020-07-17,MEX,127575529.0,Americas
8738,579,Mexico,2020-07-16,MEX,127575529.0,Americas
8412,878,Mexico,2020-07-15,MEX,127575529.0,Americas
8792,443,Mexico,2020-07-14,MEX,127575529.0,Americas
3176,276,Mexico,2020-07-13,MEX,127575529.0,Americas
3819,539,Mexico,2020-07-12,MEX,127575529.0,Americas
7150,665,Mexico,2020-07-11,MEX,127575529.0,Americas
7094,730,Mexico,2020-07-10,MEX,127575529.0,Americas
7401,782,Mexico,2020-07-09,MEX,127575529.0,Americas
7827,895,Mexico,2020-07-08,MEX,127575529.0,Americas
7786,480,Mexico,2020-07-07,MEX,127575529.0,Americas
2953,273,Mexico,2020-07-06,MEX,127575529.0,Americas
3623,523,Mexico,2020-07-05,MEX,127575529.0,Americas
7016,654,Mexico,2020-07-04,MEX,127575529.0,Americas
7000,679,Mexico,2020-07-03,MEX,127575529.0,Americas
7543,741,Mexico,2020-07-02,MEX,127575529.0,Americas
7143,648,Mexico,2020-07-01,MEX,127575529.0,Americas
7462,473,Mexico,2020-06-30,MEX,127575529.0,Americas
2917,267,Mexico,2020-06-29,MEX,127575529.0,Americas
3629,602,Mexico,2020-06-28,MEX,127575529.0,Americas
6469,719,Mexico,2020-06-27,MEX,127575529.0,Americas
6231,718,Mexico,2020-06-26,MEX,127575529.0,Americas
6264,965,Mexico,2020-06-25,MEX,127575529.0,Americas
6574,793,Mexico,2020-06-24,MEX,127575529.0,Americas
6832,759,Mexico,2020-06-23,MEX,127575529.0,Americas
2431,1044,Mexico,2020-06-22,MEX,127575529.0,Americas
3536,387,Mexico,2020-06-21,MEX,127575529.0,Americas
6073,647,Mexico,2020-06-20,MEX,127575529.0,Americas
6022,667,Mexico,2020-06-19,MEX,127575529.0,Americas
6094,770,Mexico,2020-06-18,MEX,127575529.0,Americas
6374,730,Mexico,2020-06-17,MEX,127575529.0,Americas
6524,439,Mexico,2020-06-16,MEX,127575529.0,Americas
2567,269,Mexico,2020-06-15,MEX,127575529.0,Americas
3051,424,Mexico,2020-06-14,MEX,127575529.0,Americas
5586,504,Mexico,2020-06-13,MEX,127575529.0,Americas
5363,587,Mexico,2020-06-12,MEX,127575529.0,Americas
5690,708,Mexico,2020-06-11,MEX,127575529.0,Americas
5733,596,Mexico,2020-06-10,MEX,127575529.0,Americas
6128,354,Mexico,2020-06-09,MEX,127575529.0,Americas
2323,188,Mexico,2020-06-08,MEX,127575529.0,Americas
2983,341,Mexico,2020-06-07,MEX,127575529.0,Americas
5013,625,Mexico,2020-06-06,MEX,127575529.0,Americas
4870,817,Mexico,2020-06-05,MEX,127575529.0,Americas
4916,1091,Mexico,2020-06-04,MEX,127575529.0,Americas
4716,470,Mexico,2020-06-03,MEX,127575529.0,Americas
5249,237,Mexico,2020-06-02,MEX,127575529.0,Americas
2061,151,Mexico,2020-06-01,MEX,127575529.0,Americas
2713,364,Mexico,2020-05-31,MEX,127575529.0,Americas
4344,371,Mexico,2020-05-30,MEX,127575529.0,Americas
4203,447,Mexico,2020-05-29,MEX,127575529.0,Americas
4457,463,Mexico,2020-05-28,MEX,127575529.0,Americas
4314,501,Mexico,2020-05-27,MEX,127575529.0,Americas
4593,239,Mexico,2020-05-26,MEX,127575529.0,Americas
1861,215,Mexico,2020-05-25,MEX,127575529.0,Americas
2256,190,Mexico,2020-05-24,MEX,127575529.0,Americas
3963,479,Mexico,2020-05-23,MEX,127575529.0,Americas
3978,420,Mexico,2020-05-22,MEX,127575529.0,Americas
3894,424,Mexico,2020-05-21,MEX,127575529.0,Americas
3547,334,Mexico,2020-05-20,MEX,127575529.0,Americas
3998,155,Mexico,2020-05-19,MEX,127575529.0,Americas
1623,132,Mexico,2020-05-18,MEX,127575529.0,Americas
2151,278,Mexico,2020-05-17,MEX,127575529.0,Americas
3449,290,Mexico,2020-05-16,MEX,127575529.0,Americas
3050,257,Mexico,2020-05-15,MEX,127575529.0,Americas
3095,294,Mexico,2020-05-14,MEX,127575529.0,Americas
2903,353,Mexico,2020-05-13,MEX,127575529.0,Americas
2942,108,Mexico,2020-05-12,MEX,127575529.0,Americas
1402,112,Mexico,2020-05-11,MEX,127575529.0,Americas
1513,193,Mexico,2020-05-10,MEX,127575529.0,Americas
2393,199,Mexico,2020-05-09,MEX,127575529.0,Americas
2374,257,Mexico,2020-05-08,MEX,127575529.0,Americas
2265,197,Mexico,2020-05-07,MEX,127575529.0,Americas
2082,236,Mexico,2020-05-06,MEX,127575529.0,Americas
2507,117,Mexico,2020-05-05,MEX,127575529.0,Americas
1241,93,Mexico,2020-05-04,MEX,127575529.0,Americas
1352,89,Mexico,2020-05-03,MEX,127575529.0,Americas
1379,113,Mexico,2020-05-02,MEX,127575529.0,Americas
1765,127,Mexico,2020-05-01,MEX,127575529.0,Americas
1755,163,Mexico,2020-04-30,MEX,127575529.0,Americas
1797,135,Mexico,2020-04-29,MEX,127575529.0,Americas
1805,83,Mexico,2020-04-28,MEX,127575529.0,Americas
992,46,Mexico,2020-04-27,MEX,127575529.0,Americas
1035,84,Mexico,2020-04-26,MEX,127575529.0,Americas
1597,152,Mexico,2020-04-25,MEX,127575529.0,Americas
1391,99,Mexico,2020-04-24,MEX,127575529.0,Americas
1303,113,Mexico,2020-04-23,MEX,127575529.0,Americas
1385,145,Mexico,2020-04-22,MEX,127575529.0,Americas
1432,26,Mexico,2020-04-21,MEX,127575529.0,Americas
705,36,Mexico,2020-04-20,MEX,127575529.0,Americas
755,104,Mexico,2020-04-19,MEX,127575529.0,Americas
1076,60,Mexico,2020-04-18,MEX,127575529.0,Americas
939,37,Mexico,2020-04-17,MEX,127575529.0,Americas
912,43,Mexico,2020-04-16,MEX,127575529.0,Americas
866,74,Mexico,2020-04-15,MEX,127575529.0,Americas
888,36,Mexico,2020-04-14,MEX,127575529.0,Americas
437,23,Mexico,2020-04-13,MEX,127575529.0,Americas
426,40,Mexico,2020-04-12,MEX,127575529.0,Americas
514,39,Mexico,2020-04-11,MEX,127575529.0,Americas
429,20,Mexico,2020-04-10,MEX,127575529.0,Americas
534,33,Mexico,2020-04-09,MEX,127575529.0,Americas
473,16,Mexico,2020-04-08,MEX,127575529.0,Americas
573,31,Mexico,2020-04-07,MEX,127575529.0,Americas
237,15,Mexico,2020-04-06,MEX,127575529.0,Americas
229,19,Mexico,2020-04-05,MEX,127575529.0,Americas
347,10,Mexico,2020-04-04,MEX,127575529.0,Americas
321,13,Mexico,2020-04-03,MEX,127575529.0,Americas
337,8,Mexico,2020-04-02,MEX,127575529.0,Americas
286,1,Mexico,2020-04-01,MEX,127575529.0,Americas
326,8,Mexico,2020-03-31,MEX,127575529.0,Americas
146,4,Mexico,2020-03-30,MEX,127575529.0,Americas
171,4,Mexico,2020-03-29,MEX,127575529.0,Americas
223,4,Mexico,2020-03-28,MEX,127575529.0,Americas
203,3,Mexico,2020-03-27,MEX,127575529.0,Americas
155,0,Mexico,2020-03-26,MEX,127575529.0,Americas
188,1,Mexico,2020-03-25,MEX,127575529.0,Americas
135,2,Mexico,2020-03-24,MEX,127575529.0,Americas
49,0,Mexico,2020-03-23,MEX,127575529.0,Americas
68,0,Mexico,2020-03-22,MEX,127575529.0,Americas
118,2,Mexico,2020-03-21,MEX,127575529.0,Americas
148,0,Mexico,2020-03-20,MEX,127575529.0,Americas
105,0,Mexico,2020-03-19,MEX,127575529.0,Americas
97,0,Mexico,2020-03-18,MEX,127575529.0,Americas
69,0,Mexico,2020-03-17,MEX,127575529.0,Americas
36,0,Mexico,2020-03-16,MEX,127575529.0,Americas
50,0,Mexico,2020-03-15,MEX,127575529.0,Americas
61,0,Mexico,2020-03-14,MEX,127575529.0,Americas
28,0,Mexico,2020-03-13,MEX,127575529.0,Americas
28,0,Mexico,2020-03-12,MEX,127575529.0,Americas
11,0,Mexico,2020-03-11,MEX,127575529.0,Americas
2,0,Mexico,2020-03-10,MEX,127575529.0,Americas
4,0,Mexico,2020-03-09,MEX,127575529.0,Americas
1,0,Mexico,2020-03-08,MEX,127575529.0,Americas
0,0,Mexico,2020-03-07,MEX,127575529.0,Americas
2,0,Mexico,2020-03-06,MEX,127575529.0,Americas
3,0,Mexico,2020-03-05,MEX,127575529.0,Americas
3,0,Mexico,2020-03-04,MEX,127575529.0,Americas
1,0,Mexico,2020-03-03,MEX,127575529.0,Americas
0,0,Mexico,2020-03-02,MEX,127575529.0,Americas
1,0,Mexico,2020-03-01,MEX,127575529.0,Americas
3,0,Mexico,2020-02-29,MEX,127575529.0,Americas
5,0,Mexico,2020-02-28,MEX,127575529.0,Americas
0,0,Mexico,2020-02-27,MEX,127575529.0,Americas
0,0,Mexico,2020-02-26,MEX,127575529.0,Americas
2,0,Mexico,2020-02-25,MEX,127575529.0,Americas
0,0,Mexico,2020-02-24,MEX,127575529.0,Americas
1,0,Mexico,2020-02-23,MEX,127575529.0,Americas
0,0,Mexico,2020-02-22,MEX,127575529.0,Americas
0,0,Mexico,2020-02-21,MEX,127575529.0,Americas
0,0,Mexico,2020-02-20,MEX,127575529.0,Americas
0,0,Mexico,2020-02-19,MEX,127575529.0,Americas
0,0,Mexico,2020-02-18,MEX,127575529.0,Americas
0,0,Mexico,2020-02-17,MEX,127575529.0,Americas
0,0,Mexico,2020-02-16,MEX,127575529.0,Americas
0,0,Mexico,2020-02-15,MEX,127575529.0,Americas
0,0,Mexico,2020-02-14,MEX,127575529.0,Americas
0,0,Mexico,2020-02-13,MEX,127575529.0,Americas
0,0,Mexico,2020-02-12,MEX,127575529.0,Americas
1,0,Mexico,2020-02-11,MEX,127575529.0,Americas
0,0,Mexico,2020-02-10,MEX,127575529.0,Americas
