cases,deaths,countriesAndTerritories,dateRep,countryterritoryCode,popData2019,contintent
45,1,Cape_Verde,2020-07-18,CPV,549935.0,Africa
57,0,Cape_Verde,2020-07-17,CPV,549935.0,Africa
57,0,Cape_Verde,2020-07-16,CPV,549935.0,Africa
58,0,Cape_Verde,2020-07-15,CPV,549935.0,Africa
24,0,Cape_Verde,2020-07-14,CPV,549935.0,Africa
107,0,Cape_Verde,2020-07-13,CPV,549935.0,Africa
38,0,Cape_Verde,2020-07-12,CPV,549935.0,Africa
0,0,Cape_Verde,2020-07-11,CPV,549935.0,Africa
11,1,Cape_Verde,2020-07-10,CPV,549935.0,Africa
43,0,Cape_Verde,2020-07-09,CPV,549935.0,Africa
36,1,Cape_Verde,2020-07-08,CPV,549935.0,Africa
12,0,Cape_Verde,2020-07-07,CPV,549935.0,Africa
31,1,Cape_Verde,2020-07-06,CPV,549935.0,Africa
38,1,Cape_Verde,2020-07-05,CPV,549935.0,Africa
81,0,Cape_Verde,2020-07-04,CPV,549935.0,Africa
34,0,Cape_Verde,2020-07-03,CPV,549935.0,Africa
40,0,Cape_Verde,2020-07-02,CPV,549935.0,Africa
62,3,Cape_Verde,2020-07-01,CPV,549935.0,Africa
10,0,Cape_Verde,2020-06-30,CPV,549935.0,Africa
64,0,Cape_Verde,2020-06-29,CPV,549935.0,Africa
64,2,Cape_Verde,2020-06-28,CPV,549935.0,Africa
24,2,Cape_Verde,2020-06-27,CPV,549935.0,Africa
4,0,Cape_Verde,2020-06-26,CPV,549935.0,Africa
17,0,Cape_Verde,2020-06-25,CPV,549935.0,Africa
38,0,Cape_Verde,2020-06-24,CPV,549935.0,Africa
54,0,Cape_Verde,2020-06-23,CPV,549935.0,Africa
27,0,Cape_Verde,2020-06-22,CPV,549935.0,Africa
15,0,Cape_Verde,2020-06-21,CPV,549935.0,Africa
25,1,Cape_Verde,2020-06-20,CPV,549935.0,Africa
31,0,Cape_Verde,2020-06-19,CPV,549935.0,Africa
11,0,Cape_Verde,2020-06-18,CPV,549935.0,Africa
21,0,Cape_Verde,2020-06-17,CPV,549935.0,Africa
10,1,Cape_Verde,2020-06-16,CPV,549935.0,Africa
24,0,Cape_Verde,2020-06-15,CPV,549935.0,Africa
29,0,Cape_Verde,2020-06-14,CPV,549935.0,Africa
40,0,Cape_Verde,2020-06-13,CPV,549935.0,Africa
42,1,Cape_Verde,2020-06-12,CPV,549935.0,Africa
30,0,Cape_Verde,2020-06-11,CPV,549935.0,Africa
18,0,Cape_Verde,2020-06-10,CPV,549935.0,Africa
13,0,Cape_Verde,2020-06-09,CPV,549935.0,Africa
12,0,Cape_Verde,2020-06-08,CPV,549935.0,Africa
6,0,Cape_Verde,2020-06-07,CPV,549935.0,Africa
34,0,Cape_Verde,2020-06-06,CPV,549935.0,Africa
25,0,Cape_Verde,2020-06-05,CPV,549935.0,Africa
11,0,Cape_Verde,2020-06-04,CPV,549935.0,Africa
8,1,Cape_Verde,2020-06-03,CPV,549935.0,Africa
23,0,Cape_Verde,2020-06-02,CPV,549935.0,Africa
14,0,Cape_Verde,2020-06-01,CPV,549935.0,Africa
16,0,Cape_Verde,2020-05-31,CPV,549935.0,Africa
15,0,Cape_Verde,2020-05-30,CPV,549935.0,Africa
0,0,Cape_Verde,2020-05-29,CPV,549935.0,Africa
0,0,Cape_Verde,2020-05-28,CPV,549935.0,Africa
0,1,Cape_Verde,2020-05-27,CPV,549935.0,Africa
10,0,Cape_Verde,2020-05-26,CPV,549935.0,Africa
9,0,Cape_Verde,2020-05-25,CPV,549935.0,Africa
9,0,Cape_Verde,2020-05-24,CPV,549935.0,Africa
6,0,Cape_Verde,2020-05-23,CPV,549935.0,Africa
7,0,Cape_Verde,2020-05-22,CPV,549935.0,Africa
14,0,Cape_Verde,2020-05-21,CPV,549935.0,Africa
7,0,Cape_Verde,2020-05-20,CPV,549935.0,Africa
0,0,Cape_Verde,2020-05-19,CPV,549935.0,Africa
0,0,Cape_Verde,2020-05-18,CPV,549935.0,Africa
2,1,Cape_Verde,2020-05-17,CPV,549935.0,Africa
11,0,Cape_Verde,2020-05-16,CPV,549935.0,Africa
26,0,Cape_Verde,2020-05-15,CPV,549935.0,Africa
19,0,Cape_Verde,2020-05-14,CPV,549935.0,Africa
10,0,Cape_Verde,2020-05-13,CPV,549935.0,Africa
14,0,Cape_Verde,2020-05-12,CPV,549935.0,Africa
10,0,Cape_Verde,2020-05-11,CPV,549935.0,Africa
6,0,Cape_Verde,2020-05-10,CPV,549935.0,Africa
12,0,Cape_Verde,2020-05-09,CPV,549935.0,Africa
27,0,Cape_Verde,2020-05-08,CPV,549935.0,Africa
5,0,Cape_Verde,2020-05-07,CPV,549935.0,Africa
11,0,Cape_Verde,2020-05-06,CPV,549935.0,Africa
10,0,Cape_Verde,2020-05-05,CPV,549935.0,Africa
13,0,Cape_Verde,2020-05-04,CPV,549935.0,Africa
29,0,Cape_Verde,2020-05-03,CPV,549935.0,Africa
2,1,Cape_Verde,2020-05-02,CPV,549935.0,Africa
8,0,Cape_Verde,2020-05-01,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-30,CPV,549935.0,Africa
4,0,Cape_Verde,2020-04-29,CPV,549935.0,Africa
3,0,Cape_Verde,2020-04-28,CPV,549935.0,Africa
16,0,Cape_Verde,2020-04-27,CPV,549935.0,Africa
2,0,Cape_Verde,2020-04-26,CPV,549935.0,Africa
6,0,Cape_Verde,2020-04-25,CPV,549935.0,Africa
9,0,Cape_Verde,2020-04-24,CPV,549935.0,Africa
6,0,Cape_Verde,2020-04-23,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-22,CPV,549935.0,Africa
6,0,Cape_Verde,2020-04-21,CPV,549935.0,Africa
3,0,Cape_Verde,2020-04-20,CPV,549935.0,Africa
2,0,Cape_Verde,2020-04-19,CPV,549935.0,Africa
1,0,Cape_Verde,2020-04-18,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-17,CPV,549935.0,Africa
44,0,Cape_Verde,2020-04-16,CPV,549935.0,Africa
1,0,Cape_Verde,2020-04-15,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-14,CPV,549935.0,Africa
2,0,Cape_Verde,2020-04-13,CPV,549935.0,Africa
1,0,Cape_Verde,2020-04-12,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-11,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-10,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-09,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-08,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-07,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-06,CPV,549935.0,Africa
1,0,Cape_Verde,2020-04-05,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-04,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-03,CPV,549935.0,Africa
0,0,Cape_Verde,2020-04-02,CPV,549935.0,Africa
1,0,Cape_Verde,2020-04-01,CPV,549935.0,Africa
0,0,Cape_Verde,2020-03-31,CPV,549935.0,Africa
0,0,Cape_Verde,2020-03-30,CPV,549935.0,Africa
0,0,Cape_Verde,2020-03-29,CPV,549935.0,Africa
0,0,Cape_Verde,2020-03-28,CPV,549935.0,Africa
1,0,Cape_Verde,2020-03-27,CPV,549935.0,Africa
1,0,Cape_Verde,2020-03-26,CPV,549935.0,Africa
0,1,Cape_Verde,2020-03-25,CPV,549935.0,Africa
0,0,Cape_Verde,2020-03-24,CPV,549935.0,Africa
0,0,Cape_Verde,2020-03-23,CPV,549935.0,Africa
1,0,Cape_Verde,2020-03-22,CPV,549935.0,Africa
2,0,Cape_Verde,2020-03-21,CPV,549935.0,Africa
-9,1,Cases_on_an_international_conveyance_Japan,2020-03-10,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-03-02,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-03-01,,,
0,2,Cases_on_an_international_conveyance_Japan,2020-02-29,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-28,,,
14,0,Cases_on_an_international_conveyance_Japan,2020-02-27,,,
0,1,Cases_on_an_international_conveyance_Japan,2020-02-26,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-25,,,
57,1,Cases_on_an_international_conveyance_Japan,2020-02-24,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-23,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-22,,,
13,0,Cases_on_an_international_conveyance_Japan,2020-02-21,,,
79,2,Cases_on_an_international_conveyance_Japan,2020-02-20,,,
88,0,Cases_on_an_international_conveyance_Japan,2020-02-19,,,
99,0,Cases_on_an_international_conveyance_Japan,2020-02-18,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-17,,,
134,0,Cases_on_an_international_conveyance_Japan,2020-02-16,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-15,,,
47,0,Cases_on_an_international_conveyance_Japan,2020-02-14,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-13,,,
39,0,Cases_on_an_international_conveyance_Japan,2020-02-12,,,
65,0,Cases_on_an_international_conveyance_Japan,2020-02-11,,,
6,0,Cases_on_an_international_conveyance_Japan,2020-02-10,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-09,,,
3,0,Cases_on_an_international_conveyance_Japan,2020-02-08,,,
41,0,Cases_on_an_international_conveyance_Japan,2020-02-07,,,
10,0,Cases_on_an_international_conveyance_Japan,2020-02-06,,,
10,0,Cases_on_an_international_conveyance_Japan,2020-02-05,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-04,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-03,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-02,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-02-01,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-31,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-30,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-29,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-28,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-27,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-26,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-25,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-24,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-23,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-22,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-21,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-20,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-19,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-18,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-17,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-16,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-15,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-14,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-13,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-12,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-11,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-10,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-09,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-08,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-07,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-06,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-05,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-04,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-03,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-02,,,
0,0,Cases_on_an_international_conveyance_Japan,2020-01-01,,,
0,0,Cases_on_an_international_conveyance_Japan,2019-12-31,,,
0,0,Cayman_Islands,2020-11-30,CYM,64948.0,Americas
5,0,Cayman_Islands,2020-11-29,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-28,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-11-27,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-11-26,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-25,CYM,64948.0,Americas
4,0,Cayman_Islands,2020-11-24,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-23,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-22,CYM,64948.0,Americas
2,0,Cayman_Islands,2020-11-21,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-11-20,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-11-19,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-18,CYM,64948.0,Americas
3,1,Cayman_Islands,2020-11-17,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-16,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-15,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-11-14,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-13,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-12,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-11-11,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-10,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-09,CYM,64948.0,Americas
5,0,Cayman_Islands,2020-11-08,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-11-07,CYM,64948.0,Americas
2,0,Cayman_Islands,2020-11-06,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-05,CYM,64948.0,Americas
2,0,Cayman_Islands,2020-11-04,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-03,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-02,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-11-01,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-10-31,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-30,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-29,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-28,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-27,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-26,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-25,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-10-24,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-10-23,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-22,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-21,CYM,64948.0,Americas
2,0,Cayman_Islands,2020-10-20,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-19,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-18,CYM,64948.0,Americas
8,0,Cayman_Islands,2020-10-17,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-16,CYM,64948.0,Americas
4,0,Cayman_Islands,2020-10-15,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-14,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-13,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-12,CYM,64948.0,Americas
7,0,Cayman_Islands,2020-10-11,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-10,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-10-09,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-08,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-07,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-06,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-05,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-04,CYM,64948.0,Americas
2,0,Cayman_Islands,2020-10-03,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-02,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-10-01,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-30,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-09-29,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-28,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-27,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-26,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-25,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-24,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-23,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-09-22,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-21,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-20,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-09-19,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-18,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-17,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-16,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-15,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-14,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-13,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-12,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-09-11,CYM,64948.0,Americas
2,0,Cayman_Islands,2020-09-10,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-09,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-08,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-07,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-06,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-05,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-04,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-03,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-02,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-09-01,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-31,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-30,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-29,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-28,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-27,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-26,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-25,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-24,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-23,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-22,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-21,CYM,64948.0,Americas
2,0,Cayman_Islands,2020-08-20,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-19,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-18,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-17,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-16,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-15,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-14,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-13,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-12,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-11,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-10,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-09,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-08,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-07,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-06,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-05,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-04,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-03,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-02,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-08-01,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-31,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-30,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-29,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-28,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-27,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-26,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-25,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-24,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-23,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-22,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-21,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-20,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-19,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-18,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-17,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-16,CYM,64948.0,Americas
2,0,Cayman_Islands,2020-07-15,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-14,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-13,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-12,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-11,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-10,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-09,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-08,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-07,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-06,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-05,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-04,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-07-03,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-07-02,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-07-01,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-06-30,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-29,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-28,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-27,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-26,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-06-25,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-24,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-23,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-22,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-21,CYM,64948.0,Americas
2,0,Cayman_Islands,2020-06-20,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-19,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-18,CYM,64948.0,Americas
6,0,Cayman_Islands,2020-06-17,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-16,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-15,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-14,CYM,64948.0,Americas
7,0,Cayman_Islands,2020-06-13,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-12,CYM,64948.0,Americas
4,0,Cayman_Islands,2020-06-11,CYM,64948.0,Americas
5,0,Cayman_Islands,2020-06-10,CYM,64948.0,Americas
7,0,Cayman_Islands,2020-06-09,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-08,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-07,CYM,64948.0,Americas
4,0,Cayman_Islands,2020-06-06,CYM,64948.0,Americas
4,0,Cayman_Islands,2020-06-05,CYM,64948.0,Americas
5,0,Cayman_Islands,2020-06-04,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-06-03,CYM,64948.0,Americas
9,0,Cayman_Islands,2020-06-02,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-06-01,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-31,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-05-30,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-29,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-05-28,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-05-27,CYM,64948.0,Americas
5,0,Cayman_Islands,2020-05-26,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-25,CYM,64948.0,Americas
8,0,Cayman_Islands,2020-05-24,CYM,64948.0,Americas
10,0,Cayman_Islands,2020-05-23,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-22,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-21,CYM,64948.0,Americas
17,0,Cayman_Islands,2020-05-20,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-19,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-18,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-05-17,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-16,CYM,64948.0,Americas
8,0,Cayman_Islands,2020-05-15,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-14,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-05-13,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-05-12,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-11,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-10,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-05-09,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-08,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-05-07,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-06,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-05-05,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-04,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-03,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-05-02,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-05-01,CYM,64948.0,Americas
3,0,Cayman_Islands,2020-04-30,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-29,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-28,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-27,CYM,64948.0,Americas
4,0,Cayman_Islands,2020-04-26,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-25,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-24,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-23,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-22,CYM,64948.0,Americas
5,0,Cayman_Islands,2020-04-21,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-20,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-19,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-18,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-04-17,CYM,64948.0,Americas
6,0,Cayman_Islands,2020-04-16,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-04-15,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-14,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-13,CYM,64948.0,Americas
8,0,Cayman_Islands,2020-04-12,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-11,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-10,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-09,CYM,64948.0,Americas
6,0,Cayman_Islands,2020-04-08,CYM,64948.0,Americas
0,0,Cayman_Islands,2020-04-07,CYM,64948.0,Americas
4,0,Cayman_Islands,2020-04-06,CYM,64948.0,Americas
6,0,Cayman_Islands,2020-04-05,CYM,64948.0,Americas
1,0,Cayman_Islands,2020-04-04,CYM,64948.0,Americas
6,0,Cayman_Islands,2020-04-03,CYM,64948.0,Americas
