cases,deaths,countriesAndTerritories,dateRep,countryterritoryCode
1,0,Angola,2020-04-24,AGO
0,0,Angola,2020-04-23,AGO
0,0,Angola,2020-04-22,AGO
0,0,Angola,2020-04-21,AGO
0,0,Angola,2020-04-20,AGO
5,0,Angola,2020-04-19,AGO
0,0,Angola,2020-04-18,AGO
0,0,Angola,2020-04-17,AGO
0,0,Angola,2020-04-16,AGO
0,0,Angola,2020-04-15,AGO
0,0,Angola,2020-04-14,AGO
0,0,Angola,2020-04-13,AGO
0,0,Angola,2020-04-12,AGO
0,0,Angola,2020-04-11,AGO
0,0,Angola,2020-04-10,AGO
2,0,Angola,2020-04-09,AGO
1,0,Angola,2020-04-08,AGO
2,0,Angola,2020-04-07,AGO
4,0,Angola,2020-04-06,AGO
2,0,Angola,2020-04-05,AGO
0,0,Angola,2020-04-04,AGO
0,0,Angola,2020-04-03,AGO
1,0,Angola,2020-04-02,AGO
0,0,Angola,2020-04-01,AGO
0,0,Angola,2020-03-31,AGO
3,2,Angola,2020-03-30,AGO
0,0,Angola,2020-03-29,AGO
1,0,Angola,2020-03-28,AGO
1,0,Angola,2020-03-27,AGO
0,0,Angola,2020-03-26,AGO
0,0,Angola,2020-03-25,AGO
0,0,Angola,2020-03-24,AGO
0,0,Angola,2020-03-23,AGO
2,0,Angola,2020-03-22,AGO
0,0,Anguilla,2020-11-30,AIA
0,0,Anguilla,2020-11-29,AIA
0,0,Anguilla,2020-11-28,AIA
0,0,Anguilla,2020-11-27,AIA
0,0,Anguilla,2020-11-26,AIA
0,0,Anguilla,2020-11-25,AIA
0,0,Anguilla,2020-11-24,AIA
1,0,Anguilla,2020-11-23,AIA
0,0,Anguilla,2020-11-22,AIA
0,0,Anguilla,2020-11-21,AIA
0,0,Anguilla,2020-11-20,AIA
0,0,Anguilla,2020-11-19,AIA
0,0,Anguilla,2020-11-18,AIA
0,0,Anguilla,2020-11-17,AIA
0,0,Anguilla,2020-11-16,AIA
0,0,Anguilla,2020-11-15,AIA
0,0,Anguilla,2020-11-14,AIA
0,0,Anguilla,2020-11-13,AIA
0,0,Anguilla,2020-11-12,AIA
0,0,Anguilla,2020-11-11,AIA
0,0,Anguilla,2020-11-10,AIA
0,0,Anguilla,2020-11-09,AIA
0,0,Anguilla,2020-11-08,AIA
0,0,Anguilla,2020-11-07,AIA
0,0,Anguilla,2020-11-06,AIA
0,0,Anguilla,2020-11-05,AIA
0,0,Anguilla,2020-11-04,AIA
0,0,Anguilla,2020-11-03,AIA
0,0,Anguilla,2020-11-02,AIA
0,0,Anguilla,2020-11-01,AIA
0,0,Anguilla,2020-10-31,AIA
0,0,Anguilla,2020-10-30,AIA
0,0,Anguilla,2020-10-29,AIA
0,0,Anguilla,2020-10-28,AIA
0,0,Anguilla,2020-10-27,AIA
0,0,Anguilla,2020-10-26,AIA
0,0,Anguilla,2020-10-25,AIA
0,0,Anguilla,2020-10-24,AIA
0,0,Anguilla,2020-10-23,AIA
0,0,Anguilla,2020-10-22,AIA
0,0,Anguilla,2020-10-21,AIA
0,0,Anguilla,2020-10-20,AIA
0,0,Anguilla,2020-10-19,AIA
0,0,Anguilla,2020-10-18,AIA
0,0,Anguilla,2020-10-17,AIA
0,0,Anguilla,2020-10-16,AIA
0,0,Anguilla,2020-10-15,AIA
0,0,Anguilla,2020-10-14,AIA
0,0,Anguilla,2020-10-13,AIA
0,0,Anguilla,2020-10-12,AIA
0,0,Anguilla,2020-10-11,AIA
0,0,Anguilla,2020-10-10,AIA
0,0,Anguilla,2020-10-09,AIA
0,0,Anguilla,2020-10-08,AIA
0,0,Anguilla,2020-10-07,AIA
0,0,Anguilla,2020-10-06,AIA
0,0,Anguilla,2020-10-05,AIA
0,0,Anguilla,2020-10-04,AIA
0,0,Anguilla,2020-10-03,AIA
0,0,Anguilla,2020-10-02,AIA
0,0,Anguilla,2020-10-01,AIA
0,0,Anguilla,2020-09-30,AIA
0,0,Anguilla,2020-09-29,AIA
0,0,Anguilla,2020-09-28,AIA
0,0,Anguilla,2020-09-27,AIA
0,0,Anguilla,2020-09-26,AIA
0,0,Anguilla,2020-09-25,AIA
0,0,Anguilla,2020-09-24,AIA
0,0,Anguilla,2020-09-23,AIA
0,0,Anguilla,2020-09-22,AIA
0,0,Anguilla,2020-09-21,AIA
0,0,Anguilla,2020-09-20,AIA
0,0,Anguilla,2020-09-19,AIA
0,0,Anguilla,2020-09-18,AIA
0,0,Anguilla,2020-09-17,AIA
0,0,Anguilla,2020-09-16,AIA
0,0,Anguilla,2020-09-15,AIA
0,0,Anguilla,2020-09-14,AIA
0,0,Anguilla,2020-09-13,AIA
0,0,Anguilla,2020-09-12,AIA
0,0,Anguilla,2020-09-11,AIA
0,0,Anguilla,2020-09-10,AIA
0,0,Anguilla,2020-09-09,AIA
0,0,Anguilla,2020-09-08,AIA
0,0,Anguilla,2020-09-07,AIA
0,0,Anguilla,2020-09-06,AIA
0,0,Anguilla,2020-09-05,AIA
0,0,Anguilla,2020-09-04,AIA
0,0,Anguilla,2020-09-03,AIA
0,0,Anguilla,2020-09-02,AIA
0,0,Anguilla,2020-09-01,AIA
0,0,Anguilla,2020-08-31,AIA
0,0,Anguilla,2020-08-30,AIA
0,0,Anguilla,2020-08-29,AIA
0,0,Anguilla,2020-08-28,AIA
0,0,Anguilla,2020-08-27,AIA
0,0,Anguilla,2020-08-26,AIA
0,0,Anguilla,2020-08-25,AIA
0,0,Anguilla,2020-08-24,AIA
0,0,Anguilla,2020-08-23,AIA
0,0,Anguilla,2020-08-22,AIA
0,0,Anguilla,2020-08-21,AIA
0,0,Anguilla,2020-08-20,AIA
0,0,Anguilla,2020-08-19,AIA
0,0,Anguilla,2020-08-18,AIA
0,0,Anguilla,2020-08-17,AIA
0,0,Anguilla,2020-08-16,AIA
0,0,Anguilla,2020-08-15,AIA
0,0,Anguilla,2020-08-14,AIA
0,0,Anguilla,2020-08-13,AIA
0,0,Anguilla,2020-08-12,AIA
0,0,Anguilla,2020-08-11,AIA
0,0,Anguilla,2020-08-10,AIA
0,0,Anguilla,2020-08-09,AIA
0,0,Anguilla,2020-08-08,AIA
0,0,Anguilla,2020-08-07,AIA
0,0,Anguilla,2020-08-06,AIA
0,0,Anguilla,2020-08-05,AIA
0,0,Anguilla,2020-08-04,AIA
0,0,Anguilla,2020-08-03,AIA
0,0,Anguilla,2020-08-02,AIA
0,0,Anguilla,2020-08-01,AIA
0,0,Anguilla,2020-07-31,AIA
0,0,Anguilla,2020-07-30,AIA
0,0,Anguilla,2020-07-29,AIA
0,0,Anguilla,2020-07-28,AIA
0,0,Anguilla,2020-07-27,AIA
0,0,Anguilla,2020-07-26,AIA
0,0,Anguilla,2020-07-25,AIA
0,0,Anguilla,2020-07-24,AIA
0,0,Anguilla,2020-07-23,AIA
0,0,Anguilla,2020-07-22,AIA
0,0,Anguilla,2020-07-21,AIA
0,0,Anguilla,2020-07-20,AIA
0,0,Anguilla,2020-07-19,AIA
0,0,Anguilla,2020-07-18,AIA
0,0,Anguilla,2020-07-17,AIA
0,0,Anguilla,2020-07-16,AIA
0,0,Anguilla,2020-07-15,AIA
0,0,Anguilla,2020-07-14,AIA
0,0,Anguilla,2020-07-13,AIA
0,0,Anguilla,2020-07-12,AIA
0,0,Anguilla,2020-07-11,AIA
0,0,Anguilla,2020-07-10,AIA
0,0,Anguilla,2020-07-09,AIA
0,0,Anguilla,2020-07-08,AIA
0,0,Anguilla,2020-07-07,AIA
0,0,Anguilla,2020-07-06,AIA
0,0,Anguilla,2020-07-05,AIA
0,0,Anguilla,2020-07-04,AIA
0,0,Anguilla,2020-07-03,AIA
0,0,Anguilla,2020-07-02,AIA
0,0,Anguilla,2020-07-01,AIA
0,0,Anguilla,2020-06-30,AIA
0,0,Anguilla,2020-06-29,AIA
0,0,Anguilla,2020-06-28,AIA
0,0,Anguilla,2020-06-27,AIA
0,0,Anguilla,2020-06-26,AIA
0,0,Anguilla,2020-06-25,AIA
0,0,Anguilla,2020-06-24,AIA
0,0,Anguilla,2020-06-23,AIA
0,0,Anguilla,2020-06-22,AIA
0,0,Anguilla,2020-06-21,AIA
0,0,Anguilla,2020-06-20,AIA
0,0,Anguilla,2020-06-19,AIA
0,0,Anguilla,2020-06-18,AIA
0,0,Anguilla,2020-06-17,AIA
0,0,Anguilla,2020-06-16,AIA
0,0,Anguilla,2020-06-15,AIA
0,0,Anguilla,2020-06-14,AIA
0,0,Anguilla,2020-06-13,AIA
0,0,Anguilla,2020-06-12,AIA
0,0,Anguilla,2020-06-11,AIA
0,0,Anguilla,2020-06-10,AIA
0,0,Anguilla,2020-06-09,AIA
0,0,Anguilla,2020-06-08,AIA
0,0,Anguilla,2020-06-07,AIA
0,0,Anguilla,2020-06-06,AIA
0,0,Anguilla,2020-06-05,AIA
0,0,Anguilla,2020-06-04,AIA
0,0,Anguilla,2020-06-03,AIA
0,0,Anguilla,2020-06-02,AIA
0,0,Anguilla,2020-06-01,AIA
0,0,Anguilla,2020-05-31,AIA
0,0,Anguilla,2020-05-30,AIA
0,0,Anguilla,2020-05-29,AIA
0,0,Anguilla,2020-05-28,AIA
0,0,Anguilla,2020-05-27,AIA
0,0,Anguilla,2020-05-26,AIA
0,0,Anguilla,2020-05-25,AIA
0,0,Anguilla,2020-05-24,AIA
0,0,Anguilla,2020-05-23,AIA
0,0,Anguilla,2020-05-22,AIA
0,0,Anguilla,2020-05-21,AIA
0,0,Anguilla,2020-05-20,AIA
0,0,Anguilla,2020-05-19,AIA
0,0,Anguilla,2020-05-18,AIA
0,0,Anguilla,2020-05-17,AIA
0,0,Anguilla,2020-05-16,AIA
0,0,Anguilla,2020-05-15,AIA
0,0,Anguilla,2020-05-14,AIA
0,0,Anguilla,2020-05-13,AIA
0,0,Anguilla,2020-05-12,AIA
0,0,Anguilla,2020-05-11,AIA
0,0,Anguilla,2020-05-10,AIA
0,0,Anguilla,2020-05-09,AIA
0,0,Anguilla,2020-05-08,AIA
0,0,Anguilla,2020-05-07,AIA
0,0,Anguilla,2020-05-06,AIA
0,0,Anguilla,2020-05-05,AIA
0,0,Anguilla,2020-05-04,AIA
0,0,Anguilla,2020-05-03,AIA
0,0,Anguilla,2020-05-02,AIA
0,0,Anguilla,2020-05-01,AIA
0,0,Anguilla,2020-04-30,AIA
0,0,Anguilla,2020-04-29,AIA
0,0,Anguilla,2020-04-28,AIA
0,0,Anguilla,2020-04-27,AIA
0,0,Anguilla,2020-04-26,AIA
0,0,Anguilla,2020-04-25,AIA
0,0,Anguilla,2020-04-24,AIA
0,0,Anguilla,2020-04-23,AIA
0,0,Anguilla,2020-04-22,AIA
0,0,Anguilla,2020-04-21,AIA
0,0,Anguilla,2020-04-20,AIA
0,0,Anguilla,2020-04-19,AIA
0,0,Anguilla,2020-04-18,AIA
0,0,Anguilla,2020-04-17,AIA
0,0,Anguilla,2020-04-16,AIA
0,0,Anguilla,2020-04-15,AIA
0,0,Anguilla,2020-04-14,AIA
0,0,Anguilla,2020-04-13,AIA
0,0,Anguilla,2020-04-12,AIA
0,0,Anguilla,2020-04-11,AIA
0,0,Anguilla,2020-04-10,AIA
0,0,Anguilla,2020-04-09,AIA
0,0,Anguilla,2020-04-08,AIA
0,0,Anguilla,2020-04-07,AIA
0,0,Anguilla,2020-04-06,AIA
0,0,Anguilla,2020-04-05,AIA
0,0,Anguilla,2020-04-04,AIA
1,0,Anguilla,2020-04-03,AIA
0,0,Anguilla,2020-04-02,AIA
0,0,Anguilla,2020-04-01,AIA
0,0,Anguilla,2020-03-31,AIA
0,0,Anguilla,2020-03-30,AIA
0,0,Anguilla,2020-03-29,AIA
0,0,Anguilla,2020-03-28,AIA
2,0,Anguilla,2020-03-27,AIA
0,0,Antigua_and_Barbuda,2020-11-30,ATG
0,0,Antigua_and_Barbuda,2020-11-29,ATG
0,0,Antigua_and_Barbuda,2020-11-28,ATG
1,0,Antigua_and_Barbuda,2020-11-27,ATG
0,0,Antigua_and_Barbuda,2020-11-26,ATG
1,0,Antigua_and_Barbuda,2020-11-25,ATG
0,0,Antigua_and_Barbuda,2020-11-24,ATG
0,0,Antigua_and_Barbuda,2020-11-23,ATG
0,0,Antigua_and_Barbuda,2020-11-22,ATG
0,0,Antigua_and_Barbuda,2020-11-21,ATG
0,0,Antigua_and_Barbuda,2020-11-20,ATG
5,0,Antigua_and_Barbuda,2020-11-19,ATG
0,0,Antigua_and_Barbuda,2020-11-18,ATG
0,0,Antigua_and_Barbuda,2020-11-17,ATG
0,0,Antigua_and_Barbuda,2020-11-16,ATG
1,0,Antigua_and_Barbuda,2020-11-15,ATG
2,1,Antigua_and_Barbuda,2020-11-14,ATG
0,0,Antigua_and_Barbuda,2020-11-13,ATG
0,0,Antigua_and_Barbuda,2020-11-12,ATG
0,0,Antigua_and_Barbuda,2020-11-11,ATG
0,0,Antigua_and_Barbuda,2020-11-10,ATG
0,0,Antigua_and_Barbuda,2020-11-09,ATG
1,0,Antigua_and_Barbuda,2020-11-08,ATG
0,0,Antigua_and_Barbuda,2020-11-07,ATG
0,0,Antigua_and_Barbuda,2020-11-06,ATG
0,0,Antigua_and_Barbuda,2020-11-05,ATG
2,0,Antigua_and_Barbuda,2020-11-04,ATG
0,0,Antigua_and_Barbuda,2020-11-03,ATG
0,0,Antigua_and_Barbuda,2020-11-02,ATG
1,0,Antigua_and_Barbuda,2020-11-01,ATG
3,0,Antigua_and_Barbuda,2020-10-31,ATG
0,0,Antigua_and_Barbuda,2020-10-30,ATG
0,0,Antigua_and_Barbuda,2020-10-29,ATG
0,0,Antigua_and_Barbuda,2020-10-28,ATG
0,0,Antigua_and_Barbuda,2020-10-27,ATG
0,0,Antigua_and_Barbuda,2020-10-26,ATG
2,0,Antigua_and_Barbuda,2020-10-25,ATG
0,0,Antigua_and_Barbuda,2020-10-24,ATG
0,0,Antigua_and_Barbuda,2020-10-23,ATG
3,0,Antigua_and_Barbuda,2020-10-22,ATG
0,0,Antigua_and_Barbuda,2020-10-21,ATG
0,0,Antigua_and_Barbuda,2020-10-20,ATG
0,0,Antigua_and_Barbuda,2020-10-19,ATG
7,0,Antigua_and_Barbuda,2020-10-18,ATG
0,0,Antigua_and_Barbuda,2020-10-17,ATG
0,0,Antigua_and_Barbuda,2020-10-16,ATG
1,0,Antigua_and_Barbuda,2020-10-15,ATG
0,0,Antigua_and_Barbuda,2020-10-14,ATG
0,0,Antigua_and_Barbuda,2020-10-13,ATG
0,0,Antigua_and_Barbuda,2020-10-12,ATG
0,0,Antigua_and_Barbuda,2020-10-11,ATG
0,0,Antigua_and_Barbuda,2020-10-10,ATG
3,0,Antigua_and_Barbuda,2020-10-09,ATG
0,0,Antigua_and_Barbuda,2020-10-08,ATG
1,0,Antigua_and_Barbuda,2020-10-07,ATG
0,0,Antigua_and_Barbuda,2020-10-06,ATG
0,0,Antigua_and_Barbuda,2020-10-05,ATG
1,0,Antigua_and_Barbuda,2020-10-04,ATG
0,0,Antigua_and_Barbuda,2020-10-03,ATG
5,0,Antigua_and_Barbuda,2020-10-02,ATG
0,0,Antigua_and_Barbuda,2020-10-01,ATG
0,0,Antigua_and_Barbuda,2020-09-30,ATG
0,0,Antigua_and_Barbuda,2020-09-29,ATG
0,0,Antigua_and_Barbuda,2020-09-28,ATG
3,0,Antigua_and_Barbuda,2020-09-27,ATG
0,0,Antigua_and_Barbuda,2020-09-26,ATG
1,0,Antigua_and_Barbuda,2020-09-25,ATG
1,0,Antigua_and_Barbuda,2020-09-24,ATG
0,0,Antigua_and_Barbuda,2020-09-23,ATG
0,0,Antigua_and_Barbuda,2020-09-22,ATG
0,0,Antigua_and_Barbuda,2020-09-21,ATG
1,0,Antigua_and_Barbuda,2020-09-20,ATG
0,0,Antigua_and_Barbuda,2020-09-19,ATG
0,0,Antigua_and_Barbuda,2020-09-18,ATG
0,0,Antigua_and_Barbuda,2020-09-17,ATG
0,0,Antigua_and_Barbuda,2020-09-16,ATG
0,0,Antigua_and_Barbuda,2020-09-15,ATG
0,0,Antigua_and_Barbuda,2020-09-14,ATG
0,0,Antigua_and_Barbuda,2020-09-13,ATG
0,0,Antigua_and_Barbuda,2020-09-12,ATG
0,0,Antigua_and_Barbuda,2020-09-11,ATG
0,0,Antigua_and_Barbuda,2020-09-10,ATG
0,0,Antigua_and_Barbuda,2020-09-09,ATG
0,0,Antigua_and_Barbuda,2020-09-08,ATG
0,0,Antigua_and_Barbuda,2020-09-07,ATG
0,0,Antigua_and_Barbuda,2020-09-06,ATG
0,0,Antigua_and_Barbuda,2020-09-05,ATG
1,0,Antigua_and_Barbuda,2020-09-04,ATG
0,0,Antigua_and_Barbuda,2020-09-03,ATG
0,0,Antigua_and_Barbuda,2020-09-02,ATG
0,0,Antigua_and_Barbuda,2020-09-01,ATG
0,0,Antigua_and_Barbuda,2020-08-31,ATG
0,0,Antigua_and_Barbuda,2020-08-30,ATG
0,0,Antigua_and_Barbuda,2020-08-29,ATG
0,0,Antigua_and_Barbuda,2020-08-28,ATG
0,0,Antigua_and_Barbuda,2020-08-27,ATG
0,0,Antigua_and_Barbuda,2020-08-26,ATG
0,0,Antigua_and_Barbuda,2020-08-25,ATG
0,0,Antigua_and_Barbuda,2020-08-24,ATG
0,0,Antigua_and_Barbuda,2020-08-23,ATG
0,0,Antigua_and_Barbuda,2020-08-22,ATG
0,0,Antigua_and_Barbuda,2020-08-21,ATG
1,0,Antigua_and_Barbuda,2020-08-20,ATG
0,0,Antigua_and_Barbuda,2020-08-19,ATG
0,0,Antigua_and_Barbuda,2020-08-18,ATG
0,0,Antigua_and_Barbuda,2020-08-17,ATG
0,0,Antigua_and_Barbuda,2020-08-16,ATG
0,0,Antigua_and_Barbuda,2020-08-15,ATG
1,0,Antigua_and_Barbuda,2020-08-14,ATG
0,0,Antigua_and_Barbuda,2020-08-13,ATG
0,0,Antigua_and_Barbuda,2020-08-12,ATG
0,0,Antigua_and_Barbuda,2020-08-11,ATG
0,0,Antigua_and_Barbuda,2020-08-10,ATG
0,0,Antigua_and_Barbuda,2020-08-09,ATG
0,0,Antigua_and_Barbuda,2020-08-08,ATG
0,0,Antigua_and_Barbuda,2020-08-07,ATG
0,0,Antigua_and_Barbuda,2020-08-06,ATG
0,0,Antigua_and_Barbuda,2020-08-05,ATG
1,0,Antigua_and_Barbuda,2020-08-04,ATG
0,0,Antigua_and_Barbuda,2020-08-03,ATG
0,0,Antigua_and_Barbuda,2020-08-02,ATG
0,0,Antigua_and_Barbuda,2020-08-01,ATG
0,0,Antigua_and_Barbuda,2020-07-31,ATG
5,0,Antigua_and_Barbuda,2020-07-30,ATG
0,0,Antigua_and_Barbuda,2020-07-29,ATG
4,0,Antigua_and_Barbuda,2020-07-28,ATG
0,0,Antigua_and_Barbuda,2020-07-27,ATG
0,0,Antigua_and_Barbuda,2020-07-26,ATG
6,0,Antigua_and_Barbuda,2020-07-25,ATG
0,0,Antigua_and_Barbuda,2020-07-24,ATG
0,0,Antigua_and_Barbuda,2020-07-23,ATG
0,0,Antigua_and_Barbuda,2020-07-22,ATG
0,0,Antigua_and_Barbuda,2020-07-21,ATG
0,0,Antigua_and_Barbuda,2020-07-20,ATG
0,0,Antigua_and_Barbuda,2020-07-19,ATG
2,0,Antigua_and_Barbuda,2020-07-18,ATG
0,0,Antigua_and_Barbuda,2020-07-17,ATG
0,0,Antigua_and_Barbuda,2020-07-16,ATG
0,0,Antigua_and_Barbuda,2020-07-15,ATG
0,0,Antigua_and_Barbuda,2020-07-14,ATG
0,0,Antigua_and_Barbuda,2020-07-13,ATG
0,0,Antigua_and_Barbuda,2020-07-12,ATG
1,0,Antigua_and_Barbuda,2020-07-11,ATG
0,0,Antigua_and_Barbuda,2020-07-10,ATG
3,0,Antigua_and_Barbuda,2020-07-09,ATG
0,0,Antigua_and_Barbuda,2020-07-08,ATG
2,0,Antigua_and_Barbuda,2020-07-07,ATG
0,0,Antigua_and_Barbuda,2020-07-06,ATG
0,0,Antigua_and_Barbuda,2020-07-05,ATG
0,0,Antigua_and_Barbuda,2020-07-04,ATG
2,0,Antigua_and_Barbuda,2020-07-03,ATG
0,0,Antigua_and_Barbuda,2020-07-02,ATG
0,0,Antigua_and_Barbuda,2020-07-01,ATG
1,0,Antigua_and_Barbuda,2020-06-30,ATG
0,0,Antigua_and_Barbuda,2020-06-29,ATG
0,0,Antigua_and_Barbuda,2020-06-28,ATG
0,0,Antigua_and_Barbuda,2020-06-27,ATG
0,0,Antigua_and_Barbuda,2020-06-26,ATG
39,0,Antigua_and_Barbuda,2020-06-25,ATG
0,0,Antigua_and_Barbuda,2020-06-24,ATG
0,0,Antigua_and_Barbuda,2020-06-23,ATG
0,0,Antigua_and_Barbuda,2020-06-22,ATG
0,0,Antigua_and_Barbuda,2020-06-21,ATG
0,0,Antigua_and_Barbuda,2020-06-20,ATG
0,0,Antigua_and_Barbuda,2020-06-19,ATG
0,0,Antigua_and_Barbuda,2020-06-18,ATG
0,0,Antigua_and_Barbuda,2020-06-17,ATG
0,0,Antigua_and_Barbuda,2020-06-16,ATG
0,0,Antigua_and_Barbuda,2020-06-15,ATG
0,0,Antigua_and_Barbuda,2020-06-14,ATG
0,0,Antigua_and_Barbuda,2020-06-13,ATG
0,0,Antigua_and_Barbuda,2020-06-12,ATG
0,0,Antigua_and_Barbuda,2020-06-11,ATG
0,0,Antigua_and_Barbuda,2020-06-10,ATG
0,0,Antigua_and_Barbuda,2020-06-09,ATG
0,0,Antigua_and_Barbuda,2020-06-08,ATG
0,0,Antigua_and_Barbuda,2020-06-07,ATG
0,0,Antigua_and_Barbuda,2020-06-06,ATG
0,0,Antigua_and_Barbuda,2020-06-05,ATG
1,0,Antigua_and_Barbuda,2020-06-04,ATG
0,0,Antigua_and_Barbuda,2020-06-03,ATG
0,0,Antigua_and_Barbuda,2020-06-02,ATG
0,0,Antigua_and_Barbuda,2020-06-01,ATG
0,0,Antigua_and_Barbuda,2020-05-31,ATG
0,0,Antigua_and_Barbuda,2020-05-30,ATG
0,0,Antigua_and_Barbuda,2020-05-29,ATG
0,0,Antigua_and_Barbuda,2020-05-28,ATG
0,0,Antigua_and_Barbuda,2020-05-27,ATG
0,0,Antigua_and_Barbuda,2020-05-26,ATG
0,0,Antigua_and_Barbuda,2020-05-25,ATG
0,0,Antigua_and_Barbuda,2020-05-24,ATG
0,0,Antigua_and_Barbuda,2020-05-23,ATG
0,0,Antigua_and_Barbuda,2020-05-22,ATG
0,0,Antigua_and_Barbuda,2020-05-21,ATG
0,0,Antigua_and_Barbuda,2020-05-20,ATG
0,0,Antigua_and_Barbuda,2020-05-19,ATG
0,0,Antigua_and_Barbuda,2020-05-18,ATG
0,0,Antigua_and_Barbuda,2020-05-17,ATG
0,0,Antigua_and_Barbuda,2020-05-16,ATG
0,0,Antigua_and_Barbuda,2020-05-15,ATG
0,0,Antigua_and_Barbuda,2020-05-14,ATG
0,0,Antigua_and_Barbuda,2020-05-13,ATG
0,0,Antigua_and_Barbuda,2020-05-12,ATG
0,0,Antigua_and_Barbuda,2020-05-11,ATG
0,0,Antigua_and_Barbuda,2020-05-10,ATG
0,0,Antigua_and_Barbuda,2020-05-09,ATG
0,0,Antigua_and_Barbuda,2020-05-08,ATG
0,0,Antigua_and_Barbuda,2020-05-07,ATG
0,0,Antigua_and_Barbuda,2020-05-06,ATG
0,0,Antigua_and_Barbuda,2020-05-05,ATG
0,0,Antigua_and_Barbuda,2020-05-04,ATG
0,0,Antigua_and_Barbuda,2020-05-03,ATG
1,0,Antigua_and_Barbuda,2020-05-02,ATG
0,0,Antigua_and_Barbuda,2020-05-01,ATG
0,0,Antigua_and_Barbuda,2020-04-30,ATG
0,0,Antigua_and_Barbuda,2020-04-29,ATG
0,0,Antigua_and_Barbuda,2020-04-28,ATG
0,0,Antigua_and_Barbuda,2020-04-27,ATG
0,0,Antigua_and_Barbuda,2020-04-26,ATG
0,0,Antigua_and_Barbuda,2020-04-25,ATG
0,0,Antigua_and_Barbuda,2020-04-24,ATG
0,0,Antigua_and_Barbuda,2020-04-23,ATG
1,0,Antigua_and_Barbuda,2020-04-22,ATG
0,1,Antigua_and_Barbuda,2020-04-21,ATG
0,0,Antigua_and_Barbuda,2020-04-20,ATG
0,0,Antigua_and_Barbuda,2020-04-19,ATG
0,0,Antigua_and_Barbuda,2020-04-18,ATG
0,0,Antigua_and_Barbuda,2020-04-17,ATG
0,0,Antigua_and_Barbuda,2020-04-16,ATG
0,0,Antigua_and_Barbuda,2020-04-15,ATG
2,0,Antigua_and_Barbuda,2020-04-14,ATG
0,0,Antigua_and_Barbuda,2020-04-13,ATG
0,0,Antigua_and_Barbuda,2020-04-12,ATG
2,0,Antigua_and_Barbuda,2020-04-11,ATG
4,2,Antigua_and_Barbuda,2020-04-10,ATG
0,0,Antigua_and_Barbuda,2020-04-09,ATG
0,0,Antigua_and_Barbuda,2020-04-08,ATG
0,0,Antigua_and_Barbuda,2020-04-07,ATG
0,0,Antigua_and_Barbuda,2020-04-06,ATG
0,0,Antigua_and_Barbuda,2020-04-05,ATG
6,0,Antigua_and_Barbuda,2020-04-04,ATG
2,0,Antigua_and_Barbuda,2020-04-03,ATG
0,0,Antigua_and_Barbuda,2020-04-02,ATG
0,0,Antigua_and_Barbuda,2020-04-01,ATG
0,0,Antigua_and_Barbuda,2020-03-31,ATG
0,0,Antigua_and_Barbuda,2020-03-30,ATG
0,0,Antigua_and_Barbuda,2020-03-29,ATG
0,0,Antigua_and_Barbuda,2020-03-28,ATG
4,0,Antigua_and_Barbuda,2020-03-27,ATG
0,0,Antigua_and_Barbuda,2020-03-26,ATG
2,0,Antigua_and_Barbuda,2020-03-25,ATG
0,0,Antigua_and_Barbuda,2020-03-24,ATG
0,0,Antigua_and_Barbuda,2020-03-23,ATG
0,0,Antigua_and_Barbuda,2020-03-22,ATG
0,0,Antigua_and_Barbuda,2020-03-21,ATG
1,0,Antigua_and_Barbuda,2020-03-15,ATG
5432,164,Argentina,2020-11-30,ARG
6098,106,Argentina,2020-11-29,ARG
7846,262,Argentina,2020-11-28,ARG
9043,240,Argentina,2020-11-27,ARG
8593,269,Argentina,2020-11-26,ARG
7434,310,Argentina,2020-11-25,ARG
3998,120,Argentina,2020-11-24,ARG
4181,100,Argentina,2020-11-23,ARG
7143,112,Argentina,2020-11-22,ARG
9592,258,Argentina,2020-11-21,ARG
10110,185,Argentina,2020-11-20,ARG
10332,241,Argentina,2020-11-19,ARG
10621,379,Argentina,2020-11-18,ARG
7895,291,Argentina,2020-11-17,ARG
5645,129,Argentina,2020-11-16,ARG
8468,262,Argentina,2020-11-15,ARG
11859,263,Argentina,2020-11-14,ARG
11162,251,Argentina,2020-11-13,ARG
10880,348,Argentina,2020-11-12,ARG
11976,276,Argentina,2020-11-11,ARG
8317,347,Argentina,2020-11-10,ARG
5331,212,Argentina,2020-11-09,ARG
8037,212,Argentina,2020-11-08,ARG
11786,370,Argentina,2020-11-07,ARG
11100,246,Argentina,2020-11-06,ARG
10652,468,Argentina,2020-11-05,ARG
12145,429,Argentina,2020-11-04,ARG
9598,483,Argentina,2020-11-03,ARG
6609,138,Argentina,2020-11-02,ARG
9745,210,Argentina,2020-11-01,ARG
13955,350,Argentina,2020-10-31,ARG
12691,371,Argentina,2020-10-30,ARG
13924,341,Argentina,2020-10-29,ARG
14308,429,Argentina,2020-10-28,ARG
11712,405,Argentina,2020-10-27,ARG
9253,283,Argentina,2020-10-26,ARG
11968,275,Argentina,2020-10-25,ARG
15718,381,Argentina,2020-10-24,ARG
16325,438,Argentina,2020-10-23,ARG
18326,419,Argentina,2020-10-22,ARG
16337,384,Argentina,2020-10-21,ARG
12982,449,Argentina,2020-10-20,ARG
10561,160,Argentina,2020-10-19,ARG
13510,384,Argentina,2020-10-18,ARG
