cases,deaths,countriesAndTerritories,dateRep,countryterritoryCode
420,8,Kyrgyzstan,2020-12-04,KGZ
0,0,Laos,2020-12-04,LAO
930,11,Latvia,2020-12-04,LVA
1520,12,Lebanon,2020-12-04,LBN
3,0,Lesotho,2020-12-04,LSO
68,0,Liberia,2020-12-04,LBR
762,12,Libya,2020-12-04,LBY
21,1,Liechtenstein,2020-12-04,LIE
4551,45,Lithuania,2020-12-04,LTU
627,5,Luxembourg,2020-12-04,LUX
172,4,Madagascar,2020-12-04,MDG
3,0,Malawi,2020-12-04,MWI
1075,11,Malaysia,2020-12-04,MYS
36,0,Maldives,2020-12-04,MDV
43,1,Mali,2020-12-04,MLI
96,2,Malta,2020-12-04,MLT
0,0,Marshall Islands,2020-12-04,MHL
142,2,Mauritania,2020-12-04,MRT
0,0,Mauritius,2020-12-04,MUS
11030,608,Mexico,2020-12-04,MEX
1727,20,Moldova,2020-12-04,MDA
9,0,Monaco,2020-12-04,MCO
12,0,Mongolia,2020-12-04,MNG
581,6,Montenegro,2020-12-04,MNE
4434,78,Morocco,2020-12-04,MAR
52,0,Mozambique,2020-12-04,MOZ
122,0,Namibia,2020-12-04,NAM
1343,13,Nepal,2020-12-04,NPL
5744,61,Netherlands,2020-12-04,NLD
0,0,New Zealand,2020-12-04,NZL
0,0,Nicaragua,2020-12-04,NIC
0,0,Niger,2020-12-04,NER
343,2,Nigeria,2020-12-04,NGA
1341,22,North Macedonia,2020-12-04,MKD
402,2,Norway,2020-12-04,NOR
184,5,Oman,2020-12-04,OMN
3262,55,Pakistan,2020-12-04,PAK
1880,27,Panama,2020-12-04,PAN
2,0,Papua New Guinea,2020-12-04,PNG
995,13,Paraguay,2020-12-04,PRY
3470,110,Peru,2020-12-04,PER
1056,10,Philippines,2020-12-04,PHL
14863,620,Poland,2020-12-04,POL
3772,79,Portugal,2020-12-04,PRT
221,0,Qatar,2020-12-04,QAT
7661,211,Romania,2020-12-04,ROU
27829,543,Russia,2020-12-04,RUS
17,0,Rwanda,2020-12-04,RWA
0,0,Saint Kitts and Nevis,2020-12-04,KNA
1,0,Saint Lucia,2020-12-04,LCA
2,0,Saint Vincent and the Grenadines,2020-12-04,VCT
27,0,San Marino,2020-12-04,SMR
0,0,Sao Tome and Principe,2020-12-04,STP
230,11,Saudi Arabia,2020-12-04,SAU
44,1,Senegal,2020-12-04,SEN
7802,61,Serbia,2020-12-04,SRB
0,0,Seychelles,2020-12-04,SYC
0,0,Sierra Leone,2020-12-04,SLE
9,0,Singapore,2020-12-04,SGP
1982,32,Slovakia,2020-12-04,SVK
1783,45,Slovenia,2020-12-04,SVN
0,0,Solomon Islands,2020-12-04,SLB
0,0,Somalia,2020-12-04,SOM
4400,94,South Africa,2020-12-04,ZAF
36,1,South Sudan,2020-12-04,SSD
10127,254,Spain,2020-12-04,ESP
628,5,Sri Lanka,2020-12-04,LKA
281,6,Sudan,2020-12-04,SDN
2,0,Suriname,2020-12-04,SUR
6485,35,Sweden,2020-12-04,SWE
4455,136,Switzerland,2020-12-04,CHE
88,6,Syria,2020-12-04,SYR
1,0,Taiwan*,2020-12-04,CNG1925
39,0,Tajikistan,2020-12-04,TJK
0,0,Tanzania,2020-12-04,TZA
27,0,Thailand,2020-12-04,THA
0,0,Timor-Leste,2020-12-04,TLS
25,0,Togo,2020-12-04,TGO
21,0,Trinidad and Tobago,2020-12-04,TTO
0,0,Tunisia,2020-12-04,TUN
32381,187,Turkey,2020-12-04,TUR
217664,2879,US,2020-12-04,USA
203,0,Uganda,2020-12-04,UGA
14812,254,Ukraine,2020-12-04,UKR
1317,5,United Arab Emirates,2020-12-04,ARE
14951,414,United Kingdom,2020-12-04,GBR
230,0,Uruguay,2020-12-04,URY
96,0,Uzbekistan,2020-12-04,UZB
0,0,Vanuatu,2020-12-04,VUT
481,4,Venezuela,2020-12-04,VEN
3,0,Vietnam,2020-12-04,VNM
2516,17,West Bank and Gaza,2020-12-04,PSE
0,0,Western Sahara,2020-12-04,ESH
22,3,Yemen,2020-12-04,YEM
30,0,Zambia,2020-12-04,ZMB
295,3,Zimbabwe,2020-12-04,ZWE
263,25,Afghanistan,2020-12-03,AFG
705,17,Albania,2020-12-03,ALB
932,17,Algeria,2020-12-03,DZA
52,0,Andorra,2020-12-03,AND
68,1,Angola,2020-12-03,AGO
2,0,Antigua and Barbuda,2020-12-03,ATG
7533,228,Argentina,2020-12-03,ARG
1264,35,Armenia,2020-12-03,ARM
16,0,Australia,2020-12-03,AUS
3972,121,Austria,2020-12-03,AUT
3942,37,Azerbaijan,2020-12-03,AZE
0,0,Bahamas,2020-12-03,BHS
133,0,Bahrain,2020-12-03,BHR
2198,38,Bangladesh,2020-12-03,BGD
1,0,Barbados,2020-12-03,BRB
1689,8,Belarus,2020-12-03,BLR
3040,125,Belgium,2020-12-03,BEL
0,0,Belize,2020-12-03,BLZ
40,1,Benin,2020-12-03,BEN
1,0,Bhutan,2020-12-03,BTN
184,9,Bolivia,2020-12-03,BOL
1293,46,Bosnia and Herzegovina,2020-12-03,BIH
0,0,Botswana,2020-12-03,BWA
49863,698,Brazil,2020-12-03,BRA
0,0,Brunei,2020-12-03,BRN
3138,159,Bulgaria,2020-12-03,BGR
79,0,Burkina Faso,2020-12-03,BFA
1411,26,Burma,2020-12-03,MMR
0,0,Burundi,2020-12-03,BDI
51,0,Cabo Verde,2020-12-03,CPV
2,0,Cambodia,2020-12-03,KHM
0,0,Cameroon,2020-12-03,CMR
6454,113,Canada,2020-12-03,CAN
0,0,Central African Republic,2020-12-03,CAF
5,0,Chad,2020-12-03,TCD
1034,8,Chile,2020-12-03,CHL
120,1,China,2020-12-03,CHN
9297,183,Colombia,2020-12-03,COL
0,0,Comoros,2020-12-03,COM
0,0,Congo (Brazzaville),2020-12-03,COG
128,1,Congo (Kinshasa),2020-12-03,COD
1168,8,Costa Rica,2020-12-03,CRI
27,0,Cote d'Ivoire,2020-12-03,CIV
3539,55,Croatia,2020-12-03,HRV
75,0,Cuba,2020-12-03,CUB
292,3,Cyprus,2020-12-03,CYP
4568,108,Czechia,2020-12-03,CZE
1586,6,Denmark,2020-12-03,DNK
2,0,Djibouti,2020-12-03,DJI
0,0,Dominica,2020-12-03,DMA
895,1,Dominican Republic,2020-12-03,DOM
1203,61,Ecuador,2020-12-03,ECU
421,28,Egypt,2020-12-03,EGY
0,9,El Salvador,2020-12-03,SLV
0,0,Equatorial Guinea,2020-12-03,GNQ
0,0,Eritrea,2020-12-03,ERI
522,1,Estonia,2020-12-03,EST
13,0,Eswatini,2020-12-03,SWZ
430,6,Ethiopia,2020-12-03,ETH
0,0,Fiji,2020-12-03,FJI
420,9,Finland,2020-12-03,FIN
0,0,France,2020-12-03,FRA
25,0,Gabon,2020-12-03,GAB
22,0,Gambia,2020-12-03,GMB
4033,39,Georgia,2020-12-03,GEO
23275,482,Germany,2020-12-03,DEU
0,0,Ghana,2020-12-03,GHA
2185,89,Greece,2020-12-03,GRC
0,0,Grenada,2020-12-03,GRD
686,13,Guatemala,2020-12-03,GTM
24,0,Guinea,2020-12-03,GIN
0,0,Guinea-Bissau,2020-12-03,GNB
26,0,Guyana,2020-12-03,GUY
17,0,Haiti,2020-12-03,HTI
0,0,Holy See,2020-12-03,VAT
891,12,Honduras,2020-12-03,HND
4136,165,Hungary,2020-12-03,HUN
0,0,Iceland,2020-12-03,ISL
35551,526,India,2020-12-03,IND
5533,118,Indonesia,2020-12-03,IDN
13621,362,Iran,2020-12-03,IRN
1961,34,Iraq,2020-12-03,IRQ
268,5,Ireland,2020-12-03,IRL
1492,6,Israel,2020-12-03,ISR
20709,684,Italy,2020-12-03,ITA
54,0,Jamaica,2020-12-03,JAM
2456,32,Japan,2020-12-03,JPN
3591,52,Jordan,2020-12-03,JOR
777,2,Kazakhstan,2020-12-03,KAZ
961,10,Kenya,2020-12-03,KEN
540,3,"Korea, South",2020-12-03,KOR
0,0,Kosovo,2020-12-03,XKX
268,1,Kuwait,2020-12-03,KWT
335,2,Kyrgyzstan,2020-12-03,KGZ
0,0,Laos,2020-12-03,LAO
690,14,Latvia,2020-12-03,LVA
1842,22,Lebanon,2020-12-03,LBN
5,0,Lesotho,2020-12-03,LSO
0,0,Liberia,2020-12-03,LBR
670,4,Libya,2020-12-03,LBY
32,0,Liechtenstein,2020-12-03,LIE
0,0,Lithuania,2020-12-03,LTU
673,4,Luxembourg,2020-12-03,LUX
0,0,Madagascar,2020-12-03,MDG
12,0,Malawi,2020-12-03,MWI
851,2,Malaysia,2020-12-03,MYS
21,0,Maldives,2020-12-03,MDV
75,1,Mali,2020-12-03,MLI
126,5,Malta,2020-12-03,MLT
0,0,Marshall Islands,2020-12-03,MHL
153,2,Mauritania,2020-12-03,MRT
3,0,Mauritius,2020-12-03,MUS
11251,800,Mexico,2020-12-03,MEX
1717,20,Moldova,2020-12-03,MDA
4,0,Monaco,2020-12-03,MCO
7,0,Mongolia,2020-12-03,MNG
502,6,Montenegro,2020-12-03,MNE
4346,70,Morocco,2020-12-03,MAR
96,1,Mozambique,2020-12-03,MOZ
61,0,Namibia,2020-12-03,NAM
2794,9,Nepal,2020-12-03,NPL
5109,66,Netherlands,2020-12-03,NLD
9,0,New Zealand,2020-12-03,NZL
0,0,Nicaragua,2020-12-03,NIC
54,1,Niger,2020-12-03,NER
122,1,Nigeria,2020-12-03,NGA
945,33,North Macedonia,2020-12-03,MKD
378,17,Norway,2020-12-03,NOR
237,0,Oman,2020-12-03,OMN
3499,39,Pakistan,2020-12-03,PAK
2028,16,Panama,2020-12-03,PAN
0,0,Papua New Guinea,2020-12-03,PNG
1003,12,Paraguay,2020-12-03,PRY
0,0,Peru,2020-12-03,PER
1432,18,Philippines,2020-12-03,PHL
13823,609,Poland,2020-12-03,POL
3384,68,Portugal,2020-12-03,PRT
255,1,Qatar,2020-12-03,QAT
4916,135,Romania,2020-12-03,ROU
25043,580,Russia,2020-12-03,RUS
46,1,Rwanda,2020-12-03,RWA
0,0,Saint Kitts and Nevis,2020-12-03,KNA
2,0,Saint Lucia,2020-12-03,LCA
0,0,Saint Vincent and the Grenadines,2020-12-03,VCT
37,0,San Marino,2020-12-03,SMR
1,0,Sao Tome and Principe,2020-12-03,STP
249,12,Saudi Arabia,2020-12-03,SAU
66,1,Senegal,2020-12-03,SEN
7919,52,Serbia,2020-12-03,SRB
0,0,Seychelles,2020-12-03,SYC
3,0,Sierra Leone,2020-12-03,SLE
2,0,Singapore,2020-12-03,SGP
2043,30,Slovakia,2020-12-03,SVK
2431,57,Slovenia,2020-12-03,SVN
0,0,Solomon Islands,2020-12-03,SLB
74,8,Somalia,2020-12-03,SOM
4173,65,South Africa,2020-12-03,ZAF
7,0,South Sudan,2020-12-03,SSD
9331,273,Spain,2020-12-03,ESP
878,2,Sri Lanka,2020-12-03,LKA
209,10,Sudan,2020-12-03,SDN
1,0,Suriname,2020-12-03,SUR
5400,174,Sweden,2020-12-03,SWE
4786,105,Switzerland,2020-12-03,CHE
86,4,Syria,2020-12-03,SYR
6,0,Taiwan*,2020-12-03,CNG1925
38,1,Tajikistan,2020-12-03,TJK
0,0,Tanzania,2020-12-03,TZA
0,0,Thailand,2020-12-03,THA
1,0,Timor-Leste,2020-12-03,TLS
17,1,Togo,2020-12-03,TGO
19,1,Trinidad and Tobago,2020-12-03,TTO
2511,99,Tunisia,2020-12-03,TUN
31923,193,Turkey,2020-12-03,TUR
200070,3157,US,2020-12-03,USA
374,1,Uganda,2020-12-03,UGA
13443,178,Ukraine,2020-12-03,UKR
1285,4,United Arab Emirates,2020-12-03,ARE
16237,648,United Kingdom,2020-12-03,GBR
201,2,Uruguay,2020-12-03,URY
59,0,Uzbekistan,2020-12-03,UZB
0,0,Vanuatu,2020-12-03,VUT
446,4,Venezuela,2020-12-03,VEN
7,0,Vietnam,2020-12-03,VNM
2188,16,West Bank and Gaza,2020-12-03,PSE
0,0,Western Sahara,2020-12-03,ESH
20,2,Yemen,2020-12-03,YEM
35,0,Zambia,2020-12-03,ZMB
0,0,Zimbabwe,2020-12-03,ZWE
219,23,Afghanistan,2020-12-02,AFG
832,12,Albania,2020-12-02,ALB
953,16,Algeria,2020-12-02,DZA
45,0,Andorra,2020-12-02,AND
112,2,Angola,2020-12-02,AGO
1,0,Antigua and Barbuda,2020-12-02,ATG
8037,198,Argentina,2020-12-02,ARG
843,29,Armenia,2020-12-02,ARM
11,0,Australia,2020-12-02,AUS
3033,141,Austria,2020-12-02,AUT
4426,41,Azerbaijan,2020-12-02,AZE
2,0,Bahamas,2020-12-02,BHS
181,0,Bahrain,2020-12-02,BHR
2293,31,Bangladesh,2020-12-02,BGD
2,0,Barbados,2020-12-02,BRB
1572,8,Belarus,2020-12-02,BLR
1867,141,Belgium,2020-12-02,BEL
0,0,Belize,2020-12-02,BLZ
0,0,Benin,2020-12-02,BEN
4,0,Bhutan,2020-12-02,BTN
102,6,Bolivia,2020-12-02,BOL
1184,46,Bosnia and Herzegovina,2020-12-02,BIH
0,0,Botswana,2020-12-02,BWA
50909,697,Brazil,2020-12-02,BRA
1,0,Brunei,2020-12-02,BRN
3475,153,Bulgaria,2020-12-02,BGR
45,0,Burkina Faso,2020-12-02,BFA
1476,31,Burma,2020-12-02,MMR
1,0,Burundi,2020-12-02,BDI
55,1,Cabo Verde,2020-12-02,CPV
3,0,Cambodia,2020-12-02,KHM
42,4,Cameroon,2020-12-02,CMR
5495,82,Canada,2020-12-02,CAN
5,0,Central African Republic,2020-12-02,CAF
12,1,Chad,2020-12-02,TCD
1121,20,Chile,2020-12-02,CHL
91,0,China,2020-12-02,CHN
7986,168,Colombia,2020-12-02,COL
2,0,Comoros,2020-12-02,COM
0,0,Congo (Brazzaville),2020-12-02,COG
87,2,Congo (Kinshasa),2020-12-02,COD
534,5,Costa Rica,2020-12-02,CRI
3,0,Cote d'Ivoire,2020-12-02,CIV
2900,75,Croatia,2020-12-02,HRV
97,1,Cuba,2020-12-02,CUB
318,0,Cyprus,2020-12-02,CYP
5176,112,Czechia,2020-12-02,CZE
1468,9,Denmark,2020-12-02,DNK
1,0,Djibouti,2020-12-02,DJI
0,0,Dominica,2020-12-02,DMA
314,2,Dominican Republic,2020-12-02,DOM
988,40,Ecuador,2020-12-02,ECU
392,16,Egypt,2020-12-02,EGY
725,6,El Salvador,2020-12-02,SLV
3,0,Equatorial Guinea,2020-12-02,GNQ
0,0,Eritrea,2020-12-02,ERI
189,3,Estonia,2020-12-02,EST
23,0,Eswatini,2020-12-02,SWZ
480,3,Ethiopia,2020-12-02,ETH
0,0,Fiji,2020-12-02,FJI
550,0,Finland,2020-12-02,FIN
0,0,France,2020-12-02,FRA
0,0,Gabon,2020-12-02,GAB
1,0,Gambia,2020-12-02,GMB
3759,36,Georgia,2020-12-02,GEO
24766,483,Germany,2020-12-02,DEU
0,0,Ghana,2020-12-02,GHA
2199,111,Greece,2020-12-02,GRC
0,0,Grenada,2020-12-02,GRD
712,7,Guatemala,2020-12-02,GTM
0,0,Guinea,2020-12-02,GIN
0,0,Guinea-Bissau,2020-12-02,GNB
17,0,Guyana,2020-12-02,GUY
2,0,Haiti,2020-12-02,HTI
0,0,Holy See,2020-12-02,VAT
0,0,Honduras,2020-12-02,HND
3951,154,Hungary,2020-12-02,HUN
21,1,Iceland,2020-12-02,ISL
0,0,India,2020-12-02,IND
5092,136,Indonesia,2020-12-02,IDN
13881,382,Iran,2020-12-02,IRN
2218,48,Iraq,2020-12-02,IRQ
254,16,Ireland,2020-12-02,IRL
1281,12,Israel,2020-12-02,ISR
19347,785,Italy,2020-12-02,ITA
47,1,Jamaica,2020-12-02,JAM
2014,33,Japan,2020-12-02,JPN
4187,51,Jordan,2020-12-02,JOR
43217,444,Kazakhstan,2020-12-02,KAZ
551,5,Kenya,2020-12-02,KEN
511,0,"Korea, South",2020-12-02,KOR
521,10,Kosovo,2020-12-02,XKX
357,1,Kuwait,2020-12-02,KWT
0,0,Kyrgyzstan,2020-12-02,KGZ
0,0,Laos,2020-12-02,LAO
612,4,Latvia,2020-12-02,LVA
1511,15,Lebanon,2020-12-02,LBN
28,0,Lesotho,2020-12-02,LSO
0,0,Liberia,2020-12-02,LBR
608,13,Libya,2020-12-02,LBY
16,0,Liechtenstein,2020-12-02,LIE
1190,13,Lithuania,2020-12-02,LTU
451,9,Luxembourg,2020-12-02,LUX
0,0,Madagascar,2020-12-02,MDG
0,0,Malawi,2020-12-02,MWI
1472,3,Malaysia,2020-12-02,MYS
38,1,Maldives,2020-12-02,MDV
52,4,Mali,2020-12-02,MLI
102,4,Malta,2020-12-02,MLT
0,0,Marshall Islands,2020-12-02,MHL
109,0,Mauritania,2020-12-02,MRT
1,0,Mauritius,2020-12-02,MUS
8819,825,Mexico,2020-12-02,MEX
1499,19,Moldova,2020-12-02,MDA
8,0,Monaco,2020-12-02,MCO
11,0,Mongolia,2020-12-02,MNG
584,5,Montenegro,2020-12-02,MNE
3508,69,Morocco,2020-12-02,MAR
69,0,Mozambique,2020-12-02,MOZ
36,0,Namibia,2020-12-02,NAM
0,21,Nepal,2020-12-02,NPL
4199,65,Netherlands,2020-12-02,NLD
1,0,New Zealand,2020-12-02,NZL
54,1,Nicaragua,2020-12-02,NIC
38,3,Niger,2020-12-02,NER
281,3,Nigeria,2020-12-02,NGA
1067,29,North Macedonia,2020-12-02,MKD
441,2,Norway,2020-12-02,NOR
209,7,Oman,2020-12-02,OMN
2829,75,Pakistan,2020-12-02,PAK
1505,19,Panama,2020-12-02,PAN
13,0,Papua New Guinea,2020-12-02,PNG
1055,15,Paraguay,2020-12-02,PRY
1075,43,Peru,2020-12-02,PER
1295,26,Philippines,2020-12-02,PHL
9113,449,Poland,2020-12-02,POL
2401,72,Portugal,2020-12-02,PRT
168,1,Qatar,2020-12-02,QAT
4272,199,Romania,2020-12-02,ROU
26126,559,Russia,2020-12-02,RUS
14,0,Rwanda,2020-12-02,RWA
0,0,Saint Kitts and Nevis,2020-12-02,KNA
0,0,Saint Lucia,2020-12-02,LCA
0,0,Saint Vincent and the Grenadines,2020-12-02,VCT
38,0,San Marino,2020-12-02,SMR
5,0,Sao Tome and Principe,2020-12-02,STP
263,11,Saudi Arabia,2020-12-02,SAU
18,0,Senegal,2020-12-02,SEN
7999,48,Serbia,2020-12-02,SRB
0,0,Seychelles,2020-12-02,SYC
1,0,Sierra Leone,2020-12-02,SLE
10,0,Singapore,2020-12-02,SGP
1254,29,Slovakia,2020-12-02,SVK
1321,55,Slovenia,2020-12-02,SVN
0,0,Solomon Islands,2020-12-02,SLB
0,0,Somalia,2020-12-02,SOM
2295,109,South Africa,2020-12-02,ZAF
2,0,South Sudan,2020-12-02,SSD
8257,442,Spain,2020-12-02,ESP
545,4,Sri Lanka,2020-12-02,LKA
235,6,Sudan,2020-12-02,SDN
7,0,Suriname,2020-12-02,SUR
17629,117,Sweden,2020-12-02,SWE
3802,125,Switzerland,2020-12-02,CHE
86,5,Syria,2020-12-02,SYR
4,0,Taiwan*,2020-12-02,CNG1925
37,0,Tajikistan,2020-12-02,TJK
0,0,Tanzania,2020-12-02,TZA
18,0,Thailand,2020-12-02,THA
0,0,Timor-Leste,2020-12-02,TLS
23,0,Togo,2020-12-02,TGO
16,0,Trinidad and Tobago,2020-12-02,TTO
0,0,Tunisia,2020-12-02,TUN
30110,190,Turkey,2020-12-02,TUR
180083,2597,US,2020-12-02,USA
576,0,Uganda,2020-12-02,UGA
12774,231,Ukraine,2020-12-02,UKR
1289,4,United Arab Emirates,2020-12-02,ARE
13497,603,United Kingdom,2020-12-02,GBR
167,1,Uruguay,2020-12-02,URY
182,1,Uzbekistan,2020-12-02,UZB
0,0,Vanuatu,2020-12-02,VUT
227,4,Venezuela,2020-12-02,VEN
4,0,Vietnam,2020-12-02,VNM
2357,15,West Bank and Gaza,2020-12-02,PSE
0,0,Western Sahara,2020-12-02,ESH
6,0,Yemen,2020-12-02,YEM
18,0,Zambia,2020-12-02,ZMB
179,1,Zimbabwe,2020-12-02,ZWE
283,11,Afghanistan,2020-12-01,AFG
557,12,Albania,2020-12-01,ALB
978,21,Algeria,2020-12-01,DZA
33,0,Andorra,2020-12-01,AND
36,2,Angola,2020-12-01,AGO
0,0,Antigua and Barbuda,2020-12-01,ATG
5726,257,Argentina,2020-12-01,ARG
356,22,Armenia,2020-12-01,ARM
10,0,Australia,2020-12-01,AUS
2748,79,Austria,2020-12-01,AUT
2981,31,Azerbaijan,2020-12-01,AZE
24,0,Bahamas,2020-12-01,BHS
169,0,Bahrain,2020-12-01,BHR
2525,35,Bangladesh,2020-12-01,BGD
1,0,Barbados,2020-12-01,BRB
1639,7,Belarus,2020-12-01,BLR
746,98,Belgium,2020-12-01,BEL
111,1,Belize,2020-12-01,BLZ
41,0,Benin,2020-12-01,BEN
14,0,Bhutan,2020-12-01,BTN
86,5,Bolivia,2020-12-01,BOL
527,61,Bosnia and Herzegovina,2020-12-01,BIH
484,3,Botswana,2020-12-01,BWA
21138,287,Brazil,2020-12-01,BRA
0,0,Brunei,2020-12-01,BRN
2814,221,Bulgaria,2020-12-01,BGR
30,0,Burkina Faso,2020-12-01,BFA
1227,23,Burma,2020-12-01,MMR
7,0,Burundi,2020-12-01,BDI
14,0,Cabo Verde,2020-12-01,CPV
3,0,Cambodia,2020-12-01,KHM
328,0,Cameroon,2020-12-01,CMR
7895,101,Canada,2020-12-01,CAN
0,0,Central African Republic,2020-12-01,CAF
6,0,Chad,2020-12-01,TCD
1313,54,Chile,2020-12-01,CHL
88,0,China,2020-12-01,CHN
8430,182,Colombia,2020-12-01,COL
0,0,Comoros,2020-12-01,COM
0,0,Congo (Brazzaville),2020-12-01,COG
70,0,Congo (Kinshasa),2020-12-01,COD
2545,36,Costa Rica,2020-12-01,CRI
21,1,Cote d'Ivoire,2020-12-01,CIV
1830,74,Croatia,2020-12-01,HRV
51,1,Cuba,2020-12-01,CUB
182,1,Cyprus,2020-12-01,CYP
3575,157,Czechia,2020-12-01,CZE
1129,8,Denmark,2020-12-01,DNK
2,0,Djibouti,2020-12-01,DJI
0,0,Dominica,2020-12-01,DMA
515,1,Dominican Republic,2020-12-01,DOM
568,38,Ecuador,2020-12-01,ECU
370,14,Egypt,2020-12-01,EGY
0,3,El Salvador,2020-12-01,SLV
0,0,Equatorial Guinea,2020-12-01,GNQ
0,0,Eritrea,2020-12-01,ERI
256,6,Estonia,2020-12-01,EST
9,1,Eswatini,2020-12-01,SWZ
540,6,Ethiopia,2020-12-01,ETH
4,0,Fiji,2020-12-01,FJI
283,6,Finland,2020-12-01,FIN
3980,406,France,2020-12-01,FRA
23,1,Gabon,2020-12-01,GAB
8,0,Gambia,2020-12-01,GMB
3216,37,Georgia,2020-12-01,GEO
14221,388,Germany,2020-12-01,DEU
98,0,Ghana,2020-12-01,GHA
1044,85,Greece,2020-12-01,GRC
0,0,Grenada,2020-12-01,GRD
91,5,Guatemala,2020-12-01,GTM
80,0,Guinea,2020-12-01,GIN
19,1,Guinea-Bissau,2020-12-01,GNB
30,1,Guyana,2020-12-01,GUY
22,1,Haiti,2020-12-01,HTI
0,0,Holy See,2020-12-01,VAT
365,9,Honduras,2020-12-01,HND
5595,151,Hungary,2020-12-01,HUN
11,0,Iceland,2020-12-01,ISL
31118,482,India,2020-12-01,IND
4617,130,Indonesia,2020-12-01,IDN
13321,372,Iran,2020-12-01,IRN
2114,34,Iraq,2020-12-01,IRQ
303,1,Ireland,2020-12-01,IRL
1248,1,Israel,2020-12-01,ISR
16376,672,Italy,2020-12-01,ITA
54,1,Jamaica,2020-12-01,JAM
1447,19,Japan,2020-12-01,JPN
5123,57,Jordan,2020-12-01,JOR
689,0,Kazakhstan,2020-12-01,KAZ
302,17,Kenya,2020-12-01,KEN
451,0,"Korea, South",2020-12-01,KOR
539,11,Kosovo,2020-12-01,XKX
209,2,Kuwait,2020-12-01,KWT
371,4,Kyrgyzstan,2020-12-01,KGZ
0,0,Laos,2020-12-01,LAO
100,9,Latvia,2020-12-01,LVA
1000,14,Lebanon,2020-12-01,LBN
0,0,Lesotho,2020-12-01,LSO
0,0,Liberia,2020-12-01,LBR
379,17,Libya,2020-12-01,LBY
17,1,Liechtenstein,2020-12-01,LIE
1132,13,Lithuania,2020-12-01,LTU
1269,21,Luxembourg,2020-12-01,LUX
0,0,Madagascar,2020-12-01,MDG
3,0,Malawi,2020-12-01,MWI
1212,3,Malaysia,2020-12-01,MYS
17,0,Maldives,2020-12-01,MDV
22,4,Mali,2020-12-01,MLI
121,4,Malta,2020-12-01,MLT
0,0,Marshall Islands,2020-12-01,MHL
54,2,Mauritania,2020-12-01,MRT
3,0,Mauritius,2020-12-01,MUS
6472,285,Mexico,2020-12-01,MEX
347,14,Moldova,2020-12-01,MDA
1,0,Monaco,2020-12-01,MCO
10,0,Mongolia,2020-12-01,MNG
384,12,Montenegro,2020-12-01,MNE
2533,57,Morocco,2020-12-01,MAR
88,1,Mozambique,2020-12-01,MOZ
35,0,Namibia,2020-12-01,NAM
1474,29,Nepal,2020-12-01,NPL
4594,27,Netherlands,2020-12-01,NLD
3,0,New Zealand,2020-12-01,NZL
0,0,Nicaragua,2020-12-01,NIC
32,2,Niger,2020-12-01,NER
145,0,Nigeria,2020-12-01,NGA
335,32,North Macedonia,2020-12-01,MKD
322,4,Norway,2020-12-01,NOR
215,5,Oman,2020-12-01,OMN
2458,66,Pakistan,2020-12-01,PAK
1077,19,Panama,2020-12-01,PAN
11,0,Papua New Guinea,2020-12-01,PNG
518,13,Paraguay,2020-12-01,PRY
0,0,Peru,2020-12-01,PER
1766,19,Philippines,2020-12-01,PHL
5736,121,Poland,2020-12-01,POL
3262,78,Portugal,2020-12-01,PRT
185,0,Qatar,2020-12-01,QAT
3826,138,Romania,2020-12-01,ROU
26046,364,Russia,2020-12-01,RUS
15,1,Rwanda,2020-12-01,RWA
0,0,Saint Kitts and Nevis,2020-12-01,KNA
2,0,Saint Lucia,2020-12-01,LCA
0,0,Saint Vincent and the Grenadines,2020-12-01,VCT
26,1,San Marino,2020-12-01,SMR
2,0,Sao Tome and Principe,2020-12-01,STP
232,12,Saudi Arabia,2020-12-01,SAU
14,0,Senegal,2020-12-01,SEN
6224,55,Serbia,2020-12-01,SRB
10,0,Seychelles,2020-12-01,SYC
1,0,Sierra Leone,2020-12-01,SLE
5,0,Singapore,2020-12-01,SGP
196,23,Slovakia,2020-12-01,SVK
433,51,Slovenia,2020-12-01,SVN
0,0,Solomon Islands,2020-12-01,SLB
0,0,Somalia,2020-12-01,SOM
2302,58,South Africa,2020-12-01,ZAF
0,0,South Sudan,2020-12-01,SSD
19979,401,Spain,2020-12-01,ESP
503,2,Sri Lanka,2020-12-01,LKA
406,14,Sudan,2020-12-01,SDN
0,0,Suriname,2020-12-01,SUR
0,0,Sweden,2020-12-01,SWE
8782,165,Switzerland,2020-12-01,CHE
90,4,Syria,2020-12-01,SYR
24,0,Taiwan*,2020-12-01,CNG1925
39,0,Tajikistan,2020-12-01,TJK
0,0,Tanzania,2020-12-01,TZA
10,0,Thailand,2020-12-01,THA
0,0,Timor-Leste,2020-12-01,TLS
12,0,Togo,2020-12-01,TGO
9,0,Trinidad and Tobago,2020-12-01,TTO
518,41,Tunisia,2020-12-01,TUN
31219,188,Turkey,2020-12-01,TUR
157901,1172,US,2020-12-01,USA
314,4,Uganda,2020-12-01,UGA
10238,118,Ukraine,2020-12-01,UKR
1107,2,United Arab Emirates,2020-12-01,ARE
12428,203,United Kingdom,2020-12-01,GBR
141,1,Uruguay,2020-12-01,URY
224,2,Uzbekistan,2020-12-01,UZB
0,0,Vanuatu,2020-12-01,VUT
354,3,Venezuela,2020-12-01,VEN
4,0,Vietnam,2020-12-01,VNM
